AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName	ClustID	Query
ACR11636.1	SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH-><-?||REC->SFII-RAD3->HPT+HISKIN+CheW->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	744	flhA	bacteria>proteobacteria>gammaproteobacteria	Teredinibacter turnerae T7901	flagellar biosynthesis protein FlhA [Teredinibacter turnerae T7901]	237684372	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AJQ95969.1	<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	TM+FHIPEP	TM+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM+TM	741	YC6258_03933	bacteria>proteobacteria>gammaproteobacteria	Gynuella sunshinyii YC6258	flagellar biosynthesis pathway, component FlhA [Gynuella sunshinyii YC6258]	764037735	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
ACA94555.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	738	Bcenmc03_5428	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia MC0-3	type III secretion FHIPEP protein [Burkholderia cenocepacia MC0-3]	169819973	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOI61284.1	<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	737	WI26_23450	bacteria>proteobacteria>betaproteobacteria	Burkholderia diffusa	type III secretion protein [Burkholderia diffusa]	1061537658	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOI64157.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	737	WS51_07600	bacteria>proteobacteria>betaproteobacteria	Burkholderia territorii	type III secretion protein [Burkholderia territorii]	1061540599	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOK08680.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	737	WK25_26585	bacteria>proteobacteria>betaproteobacteria	Burkholderia latens	type III secretion protein [Burkholderia latens]	1061717287	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CBG39787.1	<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	737	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter mustelae 12198	flagellar biosynthesis protein [Helicobacter mustelae 12198]	290963950	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
KXK36023.1	<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*<-TM+TM+TM+TM<-SIG+TM+TM+TM+TM+TM	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	737	flhA	bacteria	Omnitrophica bacterium OLB16	Flagellar biosynthesis protein FlhA [Omnitrophica bacterium OLB16]	1000273774	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
ACE82658.1	<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM+TM	736	flhA	bacteria>proteobacteria>gammaproteobacteria	Cellvibrio japonicus Ueda107	flagellar biosynthesis protein FlhA [Cellvibrio japonicus Ueda107]	190684980	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AEG71308.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	FHIPEP	TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	736	flhA	bacteria>proteobacteria>betaproteobacteria	Ralstonia solanacearum Po82	flagellar biosynthesis protein flha (plasmid) [Ralstonia solanacearum Po82]	334198124	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AIX75028.1	<-TET-TPase<-NACHT<-FHA<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	736	PSNIH2_15400	bacteria>proteobacteria>gammaproteobacteria	Pantoea sp. PSNIH2	type III secretion protein HrpI [Pantoea sp. PSNIH2]	723242392	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AAP77064.1	SIG+TM+TM+TM+TM+TM*->?->?->FormylT->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	735	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter hepaticus ATCC 51449	flagellar basal body protein FlhA [Helicobacter hepaticus ATCC 51449]	32262015	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AIO45408.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	DM42_5943	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia	type III secretion, HrcV family protein [Burkholderia cepacia]	685658280	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AKM03466.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	ABD05_25430	bacteria>proteobacteria>betaproteobacteria	Burkholderia pyrrocinia	type III secretion protein [Burkholderia pyrrocinia]	831191708	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AKM38763.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	NL30_02005	bacteria>proteobacteria>betaproteobacteria	Burkholderia contaminans	type III secretion protein [Burkholderia contaminans]	834767897	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AMU08101.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	A2T82_17360	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	EscV/YscV/HrcV family type III secretion system export apparatus protein [Burkholderia cenocepacia]	1013877896	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AMU13219.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	A3203_08905	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia	EscV/YscV/HrcV family type III secretion system export apparatus protein [Burkholderia cenocepacia]	1013883018	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOJ29109.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	WJ12_30355	bacteria>proteobacteria>betaproteobacteria	Burkholderia seminalis	type III secretion protein [Burkholderia seminalis]	1061606092	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOJ35525.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	WJ16_28910	bacteria>proteobacteria>betaproteobacteria	Burkholderia metallica	type III secretion protein [Burkholderia metallica]	1061615027	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOJ42608.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	WJ23_32720	bacteria>proteobacteria>betaproteobacteria	Burkholderia lata	type III secretion protein [Burkholderia lata]	1061630157	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOR70592.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	BBJ41_23975	bacteria>proteobacteria>betaproteobacteria	Burkholderia stabilis	EscV/YscV/HrcV family type III secretion system export apparatus protein [Burkholderia stabilis]	1069766822	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CAR55916.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	735	bscV	bacteria>proteobacteria>betaproteobacteria	Burkholderia cenocepacia J2315	type III secretion system protein [Burkholderia cenocepacia J2315]	198039938	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CUU40392.1	SIG+TM+TM+TM+TM+TM*->?->?->FormylT->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	735	BN2458_PEG1509	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter typhlonius	Flagellar biosynthesis protein FlhA [Helicobacter typhlonius]	953942173	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
OIO58689.1	TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->?->SIGMA-HTH->SIG+TM+TM->TM+OmpA->?-><-Cluster865_2clades	FHIPEP	TM+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM+TM	735	AUJ82_08230	bacteria>verrucomicrobia	Verrucomicrobia bacterium CG1_02_43_26	flagellar biosynthesis protein FlhA [Verrucomicrobia bacterium CG1_02_43_26]	1101099704	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
ACB67207.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	734	BamMC406_4753	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria MC40-6	type III secretion FHIPEP protein [Burkholderia ambifaria MC40-6]	171996289	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AFI03991.1	REC-><-?<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	734	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter cetorum MIT 00-7128	flagellar biosynthesis protein FlhA [Helicobacter cetorum MIT 00-7128]	384555657	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AFI06016.1	SIG+TM+TM+TM+TM+TM*->?-><-REC	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	734	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter cetorum MIT 99-5656	flagellar biosynthesis protein FlhA [Helicobacter cetorum MIT 99-5656]	384554260	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AHK15335.1	SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	734	flhA	bacteria>proteobacteria>gammaproteobacteria	Thalassolituus oleivorans R6-15	flagellar biosynthesis protein FlhA [Thalassolituus oleivorans R6-15]	588290141	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AJY23912.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	734	CH72_4263	bacteria>proteobacteria>betaproteobacteria	Burkholderia ambifaria AMMD	type III secretion, HrcV family protein [Burkholderia ambifaria AMMD]	773030445	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
APR66497.1	SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->REC->	FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	734	CN03_05835	bacteria>proteobacteria>gammaproteobacteria	Thalassolituus oleivorans	flagellar biosynthesis protein FlhA [Thalassolituus oleivorans]	1126516089	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
BAM12682.1	SIG+TM+TM+TM+TM+TM*->?->?->FormylT->?->?->?->TM+TM+TM+TM+TM+ABC-ATPase->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	734	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter cinaedi PAGU611	flagellar biosynthesis protein FlhA [Helicobacter cinaedi PAGU611]	385147174	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
BAM32928.1	SIG+TM+TM+TM+TM+TM*->?->?->FormylT->?->?->?->TM+TM+TM+TM+TM+ABC-ATPase->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	734	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	flagellar biosynthesis protein [Helicobacter cinaedi CCUG 18818 = ATCC BAA-847]	396079552	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CCU72891.1	<-REC<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM+TM+TM+TM+TM*	FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	734	TOL_2492	bacteria>proteobacteria>gammaproteobacteria	Thalassolituus oleivorans MIL-1	flagellar biosynthesis protein FlhA [Thalassolituus oleivorans MIL-1]	461493212	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AAD08087.1	<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-?<-?<-?<-?||SIG+TM+TM+TM+TM+TM*->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	HP_1041	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter pylori 26695	flagellar biosynthesis protein (flhA) [Helicobacter pylori 26695]	2314189	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AEE70070.1	<-SIG+TM+TM+TM+TM+TM*||?->?->?->?->?->SIG+APATPase->ParA-Soj-PloopNTPase->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter pylori 83	flagellar biosynthesis protein FlhA [Helicobacter pylori 83]	332673253	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AGT73691.1	<-SIG+TM+TM+TM+TM+TM*||?->?->?->?->?->?->SIG+APATPase->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter pylori SouthAfrica20	flagellar biosynthesis protein FlhA [Helicobacter pylori SouthAfrica20]	532106254	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AJY03283.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	733	AK36_3540	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis LMG 10929	type III secretion, HrcV family protein [Burkholderia vietnamiensis LMG 10929]	773001129	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
ALX15388.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	733	P350_28395	bacteria>proteobacteria>betaproteobacteria	Burkholderia cepacia JBK9	type III secretion protein [Burkholderia cepacia JBK9]	973223859	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOK01766.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	733	WK23_10050	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis	type III secretion protein [Burkholderia vietnamiensis]	1061709753	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOK13377.1	SIG+TM+TM+TM+TM+TM*->SIG+TM->Cluster27_3clades->?->?->?->SIG+TM->	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	733	WK31_17810	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis	type III secretion protein [Burkholderia vietnamiensis]	1061722919	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
AOK44407.1	<-SIG+TM<-?<-?<-?<-Cluster27_3clades<-SIG+TM<-SIG+TM+TM+TM+TM+TM*	SIG+FHIPEP	SIG+TM+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM+TM	733	WL96_22280	bacteria>proteobacteria>betaproteobacteria	Burkholderia vietnamiensis	type III secretion protein [Burkholderia vietnamiensis]	1061754628	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
BAO98042.1	<-SIG+TM+TM+TM+TM+TM*||?->?->?->?->?->SIG+APATPase->ParA-Soj-PloopNTPase->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	NY40_1034	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter pylori NY40	flagellar biosynthesis protein FlhA [Helicobacter pylori NY40]	647551238	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CAJ99906.1	SIG+TM+TM+TM+TM+TM*->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter acinonychis str. Sheeba	flagellar biosynthesis protein [Helicobacter acinonychis str. Sheeba]	109714898	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
CBI66716.1	<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-?<-?<-?<-?||SIG+TM+TM+TM+TM+TM*->	FHIPEP	SIG+TM+TM+TM+TM+TM	SIG+TM+TM+TM+TM+TM	733	flhA	bacteria>proteobacteria>epsilonproteobacteria	Helicobacter pylori B8	flagellar biosynthesis protein FlhA [Helicobacter pylori B8]	298355844	 SIG+TM+TM+TM+TM+TM	000001.2709	LiaI-LiaF-TM
