AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName	ClustID	Query
ADJ44139.1	DUF3046*->	DUF3046	-	-	64	AMED_2342	bacteria>actinobacteria	Amycolatopsis mediterranei U32	GCA_000196835.1	conserved hypothetical protein [Amycolatopsis mediterranei U32]	 DUF3046	000001.410	PspN
AIJ25115.1	<-DUF3046*	DUF3046	-	-	64	AMETH_5023	bacteria>actinobacteria	Amycolatopsis methanolica 239	GCA_000739085.1	hypothetical protein AMETH_5023 [Amycolatopsis methanolica 239]	 DUF3046	000001.410	PspN
ANN16420.1	DUF3046*->	DUF3046	SIG	SIG	64	SD37_12665	bacteria>actinobacteria	Amycolatopsis orientalis	GCA_000943515.2	hypothetical protein SD37_12665 [Amycolatopsis orientalis]	 DUF3046	000001.410	PspN
ADH92382.1	DUF3046*->	DUF3046	-	-	75	Arch_0648	bacteria>actinobacteria	Arcanobacterium haemolyticum DSM 20595	GCA_000092365.1	hypothetical protein Arch_0648 [Arcanobacterium haemolyticum DSM 20595]	 DUF3046	000001.410	PspN
AKT52198.1	<-DUF3046*	DUF3046	-	-	78	ADJ73_14620	bacteria>actinobacteria	Arsenicicoccus sp. oral taxon 190	GCA_001189535.1	histidine kinase [Arsenicicoccus sp. oral taxon 190]	 DUF3046	000001.410	PspN
ALE91688.1	DUF3046*->	DUF3046	-	-	73	AOC05_03965	bacteria>actinobacteria	Arthrobacter alpinus	GCA_001294625.1	histidine kinase [Arthrobacter alpinus]	 DUF3046	000001.410	PspN
ALO67563.1	<-DUF3046*	DUF3046	-	-	73	AS189_15040	bacteria>actinobacteria	Arthrobacter alpinus	GCA_001445575.1	histidine kinase [Arthrobacter alpinus]	 DUF3046	000001.410	PspN
ABK02853.1	DUF3046*->	DUF3046	-	-	74	Arth_1459	bacteria>actinobacteria	Arthrobacter sp. FB24	GCA_000196235.1	conserved hypothetical protein [Arthrobacter sp. FB24]	 DUF3046	000001.410	PspN
BAS13054.1	<-DUF3046*	DUF3046	-	-	79	AHiyo8_13570	bacteria>actinobacteria	Arthrobacter sp. Hiyo8	GCA_001549895.1	conserved hypothetical protein [Arthrobacter sp. Hiyo8]	 DUF3046	000001.410	PspN
APX00781.1	<-DUF3046*	DUF3046	-	-	79	BWQ92_02720	bacteria>actinobacteria	Arthrobacter sp. QXT-31	GCA_001969265.1	histidine kinase [Arthrobacter sp. QXT-31]	 DUF3046	000001.410	PspN
AFR28421.1	DUF3046*->	DUF3046	-	-	65	ARUE_c15050	bacteria>actinobacteria	Arthrobacter sp. Rue61a	GCA_000294695.2	hypothetical protein ARUE_c15050 [Arthrobacter sp. Rue61a]	 DUF3046	000001.410	PspN
AOY71919.1	<-DUF3046*	DUF3046	-	-	64	ARZXY2_2388	bacteria>actinobacteria	Arthrobacter sp. ZXY-2	GCA_001854365.1	histidine kinase [Arthrobacter sp. ZXY-2]	 DUF3046	000001.410	PspN
ACQ80702.1	<-DUF3046*	DUF3046	-	-	77	Bcav_2452	bacteria>actinobacteria	Beutenbergia cavernae DSM 12333	GCA_000023105.1	conserved hypothetical protein [Beutenbergia cavernae DSM 12333]	 DUF3046	000001.410	PspN
AKV55337.1	<-DUF3046*	DUF3046	-	-	77	AB656_02820	bacteria>actinobacteria	Bifidobacterium actinocoloniiforme DSM 22766	GCA_001263395.1	hypothetical protein AB656_02820 [Bifidobacterium actinocoloniiforme DSM 22766]	 DUF3046	000001.410	PspN
AII76492.1	<-DUF3046*	DUF3046	-	-	77	BADO_1077	bacteria>actinobacteria	Bifidobacterium adolescentis	GCA_000737885.1	hypothetical protein BADO_1077 [Bifidobacterium adolescentis]	 DUF3046	000001.410	PspN
AJE06139.1	<-DUF3046*	DUF3046	-	-	77	BBMN23_1167	bacteria>actinobacteria	Bifidobacterium adolescentis	GCA_000817995.1	hypothetical protein BBMN23_1167 [Bifidobacterium adolescentis]	 DUF3046	000001.410	PspN
AMK57939.1	DUF3046*->	DUF3046	-	-	77	Bang102_005335	bacteria>actinobacteria	Bifidobacterium angulatum	GCA_000966445.2	hypothetical protein Bang102_005335 [Bifidobacterium angulatum]	 DUF3046	000001.410	PspN
BAQ96239.1	DUF3046*->	DUF3046	-	-	77	BBAG_0617	bacteria>actinobacteria	Bifidobacterium angulatum DSM 20098 = JCM 7096	GCA_001025155.1	conserved hypothetical protein [Bifidobacterium angulatum DSM 20098 = JCM 7096]	 DUF3046	000001.410	PspN
AJD34223.1	<-DUF3046*	DUF3046	-	-	79	BAA6_1110	bacteria>actinobacteria	Bifidobacterium animalis	GCA_000817045.1	hypothetical protein BAA6_1110 [Bifidobacterium animalis]	 DUF3046	000001.410	PspN
AFJ18419.1	<-DUF3046*	DUF3046	-	-	79	W91_1140	bacteria>actinobacteria	Bifidobacterium animalis subsp. lactis Bi-07	GCA_000277345.1	hypothetical protein W91_1140 [Bifidobacterium animalis subsp. lactis Bi-07]	 DUF3046	000001.410	PspN
ADG33663.1	<-DUF3046*	DUF3046	-	-	83	BalV_1075	bacteria>actinobacteria	Bifidobacterium animalis subsp. lactis V9	GCA_000092765.1	hypothetical protein BalV_1075 [Bifidobacterium animalis subsp. lactis V9]	 DUF3046	000001.410	PspN
AFU71216.1	DUF3046*->	DUF3046	-	-	77	BAST_0628	bacteria>actinobacteria	Bifidobacterium asteroides PRL2011	GCA_000304215.1	hypothetical protein BAST_0628 [Bifidobacterium asteroides PRL2011]	 DUF3046	000001.410	PspN
ALE11744.1	<-DUF3046*	DUF3046	-	-	77	RY70_1402	bacteria>actinobacteria	Bifidobacterium bifidum	GCA_001281345.1	Hypothetical protein RY70_1402 [Bifidobacterium bifidum]	 DUF3046	000001.410	PspN
BAQ98466.1	<-DUF3046*	DUF3046	-	-	77	BBBF_1259	bacteria>actinobacteria	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	GCA_001025135.1	conserved hypothetical protein [Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456]	 DUF3046	000001.410	PspN
AFL04843.1	<-DUF3046*	DUF3046	-	-	77	BBB_1251	bacteria>actinobacteria	Bifidobacterium bifidum BGN4	GCA_000265095.1	hypothetical protein BBB_1251 [Bifidobacterium bifidum BGN4]	 DUF3046	000001.410	PspN
ADP36323.1	<-DUF3046*	DUF3046	-	-	77	BBPR_1271	bacteria>actinobacteria	Bifidobacterium bifidum PRL2010	GCA_000165905.1	Conserved hypothetical protein [Bifidobacterium bifidum PRL2010]	 DUF3046	000001.410	PspN
ADO53433.1	<-DUF3046*	DUF3046	-	-	77	BBIF_1228	bacteria>actinobacteria	Bifidobacterium bifidum S17	GCA_000164965.1	Conserved hypothetical protein [Bifidobacterium bifidum S17]	 DUF3046	000001.410	PspN
AQM43268.1	<-DUF3046*	DUF3046	-	-	77	BBL520_06740	bacteria>actinobacteria	Bifidobacterium breve	GCA_001990225.1	hypothetical protein BBL520_06740 [Bifidobacterium breve]	 DUF3046	000001.410	PspN
BAR00220.1	<-DUF3046*	DUF3046	-	-	77	BBBR_1181	bacteria>actinobacteria	Bifidobacterium breve DSM 20213 = JCM 1192	GCA_001025175.1	conserved hypothetical protein [Bifidobacterium breve DSM 20213 = JCM 1192]	 DUF3046	000001.410	PspN
AHJ19549.1	<-DUF3046*	DUF3046	SIG	SIG	65	B7019_1279	bacteria>actinobacteria	Bifidobacterium breve JCM 7019	GCA_000569015.1	Hypothetical protein B7019_1279 [Bifidobacterium breve JCM 7019]	 DUF3046	000001.410	PspN
ABE95860.1	<-DUF3046*	SIG+DUF3046	SIG	SIG	100	Bbr_1182	bacteria>actinobacteria	Bifidobacterium breve UCC2003	GCA_000220135.1	Conserved hypothetical protein [Bifidobacterium breve UCC2003]	 DUF3046	000001.410	PspN
BAR02111.1	<-DUF3046*	DUF3046	-	-	77	BBCT_1143	bacteria>actinobacteria	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	GCA_001025195.1	conserved hypothetical protein [Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043]	 DUF3046	000001.410	PspN
AII74552.1	DUF3046*->	DUF3046	-	-	77	BCOR_0535	bacteria>actinobacteria	Bifidobacterium coryneforme	GCA_000737865.1	hypothetical protein BCOR_0535 [Bifidobacterium coryneforme]	 DUF3046	000001.410	PspN
ADB10030.1	<-DUF3046*	DUF3046	-	-	77	BDP_1422	bacteria>actinobacteria	Bifidobacterium dentium Bd1	GCA_000024445.1	Conserved hypothetical protein [Bifidobacterium dentium Bd1]	 DUF3046	000001.410	PspN
BAQ27349.1	<-DUF3046*	DUF3046	-	-	77	BBDE_1355	bacteria>actinobacteria	Bifidobacterium dentium JCM 1195 = DSM 20436	GCA_001042595.1	conserved hypothetical protein [Bifidobacterium dentium JCM 1195 = DSM 20436]	 DUF3046	000001.410	PspN
BAQ29470.1	<-DUF3046*	DUF3046	-	-	77	BBKW_1335	bacteria>actinobacteria	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854	GCA_001042615.1	conserved hypothetical protein [Bifidobacterium kashiwanohense JCM 15439 = DSM 21854]	 DUF3046	000001.410	PspN
AIZ14839.1	<-DUF3046*	DUF3046	-	-	77	AH68_07075	bacteria>actinobacteria	Bifidobacterium kashiwanohense PV20-2	GCA_000800455.1	hypothetical protein AH68_07075 [Bifidobacterium kashiwanohense PV20-2]	 DUF3046	000001.410	PspN
ALE09751.1	DUF3046*->	DUF3046	-	-	77	RY67_1739	bacteria>actinobacteria	Bifidobacterium longum subsp. infantis	GCA_001281305.1	Hypothetical protein RY67_1739 [Bifidobacterium longum subsp. infantis]	 DUF3046	000001.410	PspN
ACJ52047.1	DUF3046*->	SIG+DUF3046	SIG	SIG	99	Blon_0948	bacteria>actinobacteria	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	GCA_000020425.1	hypothetical protein Blon_0948 [Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088]	 DUF3046	000001.410	PspN
BAJ68555.1	DUF3046*->	DUF3046	-	-	77	BLIJ_0965	bacteria>actinobacteria	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	GCA_000269965.1	conserved hypothetical protein [Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088]	 DUF3046	000001.410	PspN
AOP01347.1	<-DUF3046*	DUF3046	-	-	77	BL1206_1309	bacteria>actinobacteria	Bifidobacterium longum subsp. longum	GCA_001725985.1	hypothetical protein BL1206_1309 [Bifidobacterium longum subsp. longum]	 DUF3046	000001.410	PspN
BAR03877.1	<-DUF3046*	DUF3046	-	EAD1	77	BBPC_1199	bacteria>actinobacteria	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	GCA_001025215.1	conserved hypothetical protein [Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505]	 DUF3046	000001.410	PspN
AIZ16524.1	<-DUF3046*	DUF3046	-	-	80	AH67_06070	bacteria>actinobacteria	Bifidobacterium pseudolongum PV8-2	GCA_000800475.2	hypothetical protein AH67_06070 [Bifidobacterium pseudolongum PV8-2]	 DUF3046	000001.410	PspN
AGH40991.1	DUF3046*->	DUF3046	-	-	78	D805_0724	bacteria>actinobacteria	Bifidobacterium thermophilum RBL67	GCA_000347695.1	hypothetical protein D805_0724 [Bifidobacterium thermophilum RBL67]	 DUF3046	000001.410	PspN
CCG04543.1	<-DUF3046*	DUF3046	-	-	64	BLASA_3686	bacteria>actinobacteria	Blastococcus saxobsidens DD2	GCA_000284015.1	conserved protein of unknown function [Blastococcus saxobsidens DD2]	 DUF3046	000001.410	PspN
ACU84900.1	DUF3046*->	DUF3046	-	-	74	Bfae_10520	bacteria>actinobacteria	Brachybacterium faecium DSM 4810	GCA_000023405.1	hypothetical protein Bfae_10520 [Brachybacterium faecium DSM 4810]	 DUF3046	000001.410	PspN
APX34451.1	DUF3046*->	DUF3046	-	-	74	BH708_19015	bacteria>actinobacteria	Brachybacterium sp. P6-10-X1	GCA_001969445.1	hypothetical protein BH708_19015 [Brachybacterium sp. P6-10-X1]	 DUF3046	000001.410	PspN
AOP54205.1	<-DUF3046*	DUF3046	-	-	75	BLSMQ_2499	bacteria>actinobacteria	Brevibacterium aurantiacum	GCA_001729525.1	hypothetical protein BLSMQ_2499 [Brevibacterium aurantiacum]	 DUF3046	000001.410	PspN
AMT94326.1	<-DUF3046*	DUF3046	-	-	75	A2T55_11500	bacteria>actinobacteria	Brevibacterium linens	GCA_001606005.1	histidine kinase [Brevibacterium linens]	 DUF3046	000001.410	PspN
AOY56230.1	<-DUF3046*	DUF3046	-	-	75	A4Z71_04510	bacteria>actinobacteria	Candidatus Rhodoluna planktonica	GCA_001854225.1	hypothetical protein A4Z71_04510 [Candidatus Rhodoluna planktonica]	 DUF3046	000001.410	PspN
ACU70500.1	DUF3046*->	DUF3046	-	-	52	Caci_1579	bacteria>actinobacteria	Catenulispora acidiphila DSM 44928	GCA_000024025.1	conserved hypothetical protein [Catenulispora acidiphila DSM 44928].	 DUF3046	000001.410	PspN
AEE45699.1	DUF3046*->	DUF3046	-	-	77	Celf_1565	bacteria>actinobacteria	Cellulomonas fimi ATCC 484	GCA_000212695.1	hypothetical protein Celf_1565 [Cellulomonas fimi ATCC 484]	 DUF3046	000001.410	PspN
ADG74440.1	DUF3046*->	DUF3046	-	-	80	Cfla_1542	bacteria>actinobacteria	Cellulomonas flavigena DSM 20109	GCA_000092865.1	conserved hypothetical protein [Cellulomonas flavigena DSM 20109]	 DUF3046	000001.410	PspN
AEI12550.1	<-DUF3046*	DUF3046	-	-	77	Celgi_2049	bacteria>actinobacteria	Cellulomonas gilvus ATCC 13127	GCA_000218545.1	hypothetical protein Celgi_2049 [Cellulomonas gilvus ATCC 13127]	 DUF3046	000001.410	PspN
AJW80505.1	<-DUF3046*	DUF3046	-	-	74	VO01_09370	bacteria>actinobacteria	Clavibacter insidiosus	GCA_000958465.1	signal transduction histidine kinase [Clavibacter insidiosus]	 DUF3046	000001.410	PspN
ALD13179.1	<-DUF3046*	DUF3046	-	-	74	AES38_09865	bacteria>actinobacteria	Clavibacter michiganensis subsp. capsici	GCA_001280205.1	signal transduction histidine kinase [Clavibacter michiganensis subsp. capsici]	 DUF3046	000001.410	PspN
CAN02089.1	<-DUF3046*	DUF3046	-	-	77	CMM_2026	bacteria>actinobacteria	Clavibacter michiganensis subsp. michiganensis NCPPB 382	GCA_000063485.1	conserved hypothetical protein [Clavibacter michiganensis subsp. michiganensis NCPPB 382]	 DUF3046	000001.410	PspN
CCE75930.1	<-DUF3046*	DUF3046	-	-	77	CMN_01988	bacteria>actinobacteria	Clavibacter nebraskensis NCPPB 2581	GCA_000355695.1	conserved hypothetical protein [Clavibacter nebraskensis NCPPB 2581]	 DUF3046	000001.410	PspN
CAQ01322.1	DUF3046*->	DUF3046	-	-	77	CMS1207	bacteria>actinobacteria	Clavibacter sepedonicus	GCA_000069225.1	conserved hypothetical protein [Clavibacter sepedonicus]	 DUF3046	000001.410	PspN
AQS73544.1	DUF3046*->	DUF3046	-	-	71	CA40472_06175	bacteria>actinobacteria	Corynebacterium ammoniagenes	GCA_002005245.1	hypothetical protein CA40472_06175 [Corynebacterium ammoniagenes]	 DUF3046	000001.410	PspN
APT84932.1	<-DUF3046*	DUF3046	-	-	68	CAQU_07480	bacteria>actinobacteria	Corynebacterium aquilae DSM 44791	GCA_001941445.1	hypothetical protein CAQU_07480 [Corynebacterium aquilae DSM 44791]	 DUF3046	000001.410	PspN
AGU15278.1	<-DUF3046*	DUF3046	-	-	68	CARG_05755	bacteria>actinobacteria	Corynebacterium argentoratense DSM 44202	GCA_000590555.1	hypothetical protein CARG_05755 [Corynebacterium argentoratense DSM 44202]	 DUF3046	000001.410	PspN
AIG64002.1	DUF3046*->	DUF3046	-	-	69	CATYP_04305	bacteria>actinobacteria	Corynebacterium atypicum	GCA_000732945.1	hypothetical protein CATYP_04305 [Corynebacterium atypicum]	 DUF3046	000001.410	PspN
AGG67084.1	<-DUF3046*	DUF3046	-	-	75	H924_08210	bacteria>actinobacteria	Corynebacterium callunae DSM 20147	GCA_000344785.1	hypothetical protein H924_08210 [Corynebacterium callunae DSM 20147]	 DUF3046	000001.410	PspN
AKE39365.1	<-DUF3046*	DUF3046	-	-	71	UL81_07045	bacteria>actinobacteria	Corynebacterium camporealensis	GCA_000980815.1	Protein of unknown function (DUF3046) [Corynebacterium camporealensis]	 DUF3046	000001.410	PspN
AHI19841.1	DUF3046*->	DUF3046	-	-	71	CCASEI_06325	bacteria>actinobacteria	Corynebacterium casei LMG S-19264	GCA_000550785.1	hypothetical protein CCASEI_06325 [Corynebacterium casei LMG S-19264]	 DUF3046	000001.410	PspN
ANE05348.1	<-DUF3046*	DUF3046	-	-	71	ccrud_08455	bacteria>actinobacteria	Corynebacterium crudilactis	GCA_001643015.1	hypothetical protein ccrud_08455 [Corynebacterium crudilactis]	 DUF3046	000001.410	PspN
CKH00437.1	<-DUF3046*	DUF3046	-	-	63	ERS451417_01474	bacteria>actinobacteria	Corynebacterium diphtheriae	GCA_001457455.1	Protein of uncharacterised function (DUF3046) [Corynebacterium diphtheriae]	 DUF3046	000001.410	PspN
AEX42140.1	<-DUF3046*	DUF3046	-	-	63	CD31A_1469	bacteria>actinobacteria	Corynebacterium diphtheriae 31A	GCA_000241875.1	hypothetical protein CD31A_1469 [Corynebacterium diphtheriae 31A]	 DUF3046	000001.410	PspN
AEX48965.1	<-DUF3046*	DUF3046	-	-	63	CDBH8_1445	bacteria>actinobacteria	Corynebacterium diphtheriae BH8	GCA_000241935.1	hypothetical protein CDBH8_1445 [Corynebacterium diphtheriae BH8]	 DUF3046	000001.410	PspN
AEX67647.1	<-DUF3046*	DUF3046	-	-	63	CDC7B_1454	bacteria>actinobacteria	Corynebacterium diphtheriae C7 (beta)	GCA_000255175.1	hypothetical protein CDC7B_1454 [Corynebacterium diphtheriae C7 (beta)]	 DUF3046	000001.410	PspN
AEX70094.1	<-DUF3046*	DUF3046	-	-	63	CDPW8_1442	bacteria>actinobacteria	Corynebacterium diphtheriae PW8	GCA_000255275.1	hypothetical protein CDPW8_1442 [Corynebacterium diphtheriae PW8]	 DUF3046	000001.410	PspN
AIT61305.1	<-DUF3046*	DUF3046	-	-	71	CDOO_08570	bacteria>actinobacteria	Corynebacterium doosanense CAU 212 = DSM 45436	GCA_000767055.1	hypothetical protein CDOO_08570 [Corynebacterium doosanense CAU 212 = DSM 45436]	 DUF3046	000001.410	PspN
BAC18660.1	<-DUF3046*	DUF3046	-	-	71	recA	bacteria>actinobacteria	Corynebacterium efficiens YS-314	GCA_000011305.1	conserved hypothetical protein [Corynebacterium efficiens YS-314]	 DUF3046	000001.410	PspN
AKK03350.1	<-DUF3046*	DUF3046	-	-	79	CEPID_07495	bacteria>actinobacteria	Corynebacterium epidermidicanis	GCA_001021025.1	putative DUF3046 family protein [Corynebacterium epidermidicanis]	 DUF3046	000001.410	PspN
AHI03265.1	<-DUF3046*	DUF3046	-	-	68	CFAL_06250	bacteria>actinobacteria	Corynebacterium falsenii DSM 44353	GCA_000525655.1	hypothetical protein CFAL_06250 [Corynebacterium falsenii DSM 44353]	 DUF3046	000001.410	PspN
APT87033.1	<-DUF3046*	DUF3046	-	-	71	CFLV_07425	bacteria>actinobacteria	Corynebacterium flavescens	GCA_001941465.1	hypothetical protein CFLV_07425 [Corynebacterium flavescens]	 DUF3046	000001.410	PspN
APT89066.1	<-DUF3046*	DUF3046	-	-	68	CFRA_07150	bacteria>actinobacteria	Corynebacterium frankenforstense DSM 45800	GCA_001941485.1	hypothetical protein CFRA_07150 [Corynebacterium frankenforstense DSM 45800]	 DUF3046	000001.410	PspN
BAB99349.1	<-DUF3046*	DUF3046	-	-	78	Cgl1956	bacteria>actinobacteria	Corynebacterium glutamicum ATCC 13032	GCA_000011325.1	Hypothetical protein [Corynebacterium glutamicum ATCC 13032]	 DUF3046	000001.410	PspN
BAF54780.1	<-DUF3046*	DUF3046	-	-	78	cgR_1786	bacteria>actinobacteria	Corynebacterium glutamicum R	GCA_000010225.1	hypothetical protein cgR_1786 [Corynebacterium glutamicum R]	 DUF3046	000001.410	PspN
AGN19467.1	<-DUF3046*	DUF3046	-	-	71	C624_09460	bacteria>actinobacteria	Corynebacterium glutamicum SCgG1	GCA_000404145.1	hypothetical protein C624_09460 [Corynebacterium glutamicum SCgG1]	 DUF3046	000001.410	PspN
AGN22492.1	<-DUF3046*	DUF3046	-	-	78	C629_09470	bacteria>actinobacteria	Corynebacterium glutamicum SCgG2	GCA_000404185.1	hypothetical protein C629_09470 [Corynebacterium glutamicum SCgG2]	 DUF3046	000001.410	PspN
ANR65824.1	<-DUF3046*	DUF3046	-	-	71	C627_09325	bacteria>actinobacteria	Corynebacterium glutamicum ZL-6	GCA_001683115.1	hypothetical protein C627_09325 [Corynebacterium glutamicum ZL-6]	 DUF3046	000001.410	PspN
