AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName	ClustID	Query
AEU41370.1	<-PspC*	PspC	PspC	-	154	llh_10970	bacteria>firmicutes	Lactococcus lactis subsp. cremoris A76	hypothetical protein llh_10970 [Lactococcus lactis subsp. cremoris A76]	358750391	 PspC	000001.1368	PspC
AGY44794.1	<-PspC*<-PspC*<-Toast-rack	PspC	PspC	-	154	P620_11070	bacteria>firmicutes	Lactococcus lactis subsp. lactis KLDS 4.0325	stress-responsive transcriptional regulator, PspC family [Lactococcus lactis subsp. lactis KLDS 4.0325]	552064804	 PspC	000001.1368	PspC
SBW31402.1	<-PspC*<-PspC*<-Toast-rack	PspC	PspC	-	154	ythA	bacteria>firmicutes	Lactococcus lactis subsp. lactis	Putative uncharacterized protein ythA [Lactococcus lactis subsp. lactis]	1046563899	 PspC	000001.1368	PspC
OHA93964.1	HxxxH->PspC*->	PspC	PspC	-	124	A2W51_01340	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_39_10	hypothetical protein A2W51_01340 [Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_39_10]	1088236837	 PspC	000001.1368	PspC
OHA99692.1	HxxxH->PspC*->	PspC	PspC	-	124	A3E59_01255	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_47	hypothetical protein A3E59_01255 [Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_47]	1088242832	 PspC	000001.1368	PspC
OHB09488.1	HxxxH->PspC*->	PspC	PspC	-	124	A3H52_02405	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_26	hypothetical protein A3H52_02405 [Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_26]	1088253061	 PspC	000001.1368	PspC
OHB12550.1	<-PspC*<-HxxxH	PspC	PspC	-	124	A3G99_01890	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_23	hypothetical protein A3G99_01890 [Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_23]	1088256275	 PspC	000001.1368	PspC
ADL48923.1	-	PspC	PspC	-	120	Micau_5417	bacteria>actinobacteria	Micromonospora aurantiaca ATCC 27029	PspC domain protein [Micromonospora aurantiaca ATCC 27029]	302572721	 PspC	000001.1368	PspC
ADU06060.1	-	PspC	PspC	-	120	ML5_0510	bacteria>actinobacteria	Micromonospora sp. L5	phage shock protein C, PspC [Micromonospora sp. L5]	315407943	 PspC	000001.1368	PspC
BAK59153.1	<-Cluster547_2clades<-?||?-><-PspC*	PspC	PspC	-	119	LCGT_1640	bacteria>firmicutes	Lactococcus garvieae ATCC 49156	conserved hypothetical protein [Lactococcus garvieae ATCC 49156]	343180814	 PspC	000001.1368	PspC
BAK61121.1	<-Cluster547_2clades||?-><-PspC*	PspC	PspC	-	119	LCGL_1661	bacteria>firmicutes	Lactococcus garvieae Lg2	conserved hypothetical protein [Lactococcus garvieae Lg2]	343182783	 PspC	000001.1368	PspC
OGL88435.1	<-PspC*<-?||N-OB->?->?->Cluster446_3clades->	PspC	PspC	-	117	A3I42_04125	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11	hypothetical protein A3I42_04125 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11]	1084196281	 PspC	000001.1368	PspC
AOH42042.1	PspC*->	PspC	PspC	-	115	BEQ56_00195	bacteria>chloroflexi	Anaerolineaceae bacterium oral taxon 439	hypothetical protein BEQ56_00195 [Anaerolineaceae bacterium oral taxon 439]	1061024861	 PspC	000001.1368	PspC
OGL77294.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3J43_00545	bacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_54_23	hypothetical protein A3J43_00545 [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_54_23]	1084184577	 PspC	000001.1368	PspC
OGL85257.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3B36_00135	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_01_FULL_55_36	hypothetical protein A3B36_00135 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_01_FULL_55_36]	1084192930	 PspC	000001.1368	PspC
OGL89683.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3J36_01280	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_54_37	hypothetical protein A3J36_01280 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_54_37]	1084197651	 PspC	000001.1368	PspC
AMS07765.1	<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	114	AYI71_02445	bacteria>firmicutes	Lactobacillus oris	hypothetical protein AYI71_02445 [Lactobacillus oris]	1012286570	 PspC	000001.1368	PspC
AMV60036.1	<-PspC*	PspC	PspC	-	113	ADU69_0358	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015505691	 PspC	000001.1368	PspC
AMV62574.1	<-PspC*	PspC	PspC	-	113	ADU70_1080	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015508235	 PspC	000001.1368	PspC
AMV64280.1	<-PspC*	PspC	PspC	-	113	ADU71_0357	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015510033	 PspC	000001.1368	PspC
AMV67547.1	PspC*->	PspC	PspC	-	113	ADU72_1622	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015513221	 PspC	000001.1368	PspC
AMV69104.1	<-PspC*	PspC	PspC	-	113	ADU73_0696	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015514844	 PspC	000001.1368	PspC
ABD99988.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	PspC	-	112	LSL_1180	bacteria>firmicutes	Lactobacillus salivarius UCC118	Stress-responsive transcriptional regulator PspC [Lactobacillus salivarius UCC118]	90821349	 PspC	000001.1368	PspC
AIR10846.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH<-?||?->?->?-><-Cluster95_4clades	PspC	PspC	-	112	pspC	bacteria>firmicutes	Lactobacillus salivarius	Stress-responsive transcriptional regulator [Lactobacillus salivarius]	690348920	 PspC	000001.1368	PspC
AKI04676.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	PspC	-	112	LsR_01129	bacteria>firmicutes	Lactobacillus salivarius str. Ren	PspC domain protein [Lactobacillus salivarius str. Ren]	822669030	 PspC	000001.1368	PspC
AKP63815.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*	PspC	PspC	-	112	ABN16_01590	bacteria>firmicutes	Lactobacillus koreensis	stress-responsive transcriptional regulator [Lactobacillus koreensis]	873920548	 PspC	000001.1368	PspC
AOO73630.1	REC+LuxR-HTH->SIG+HAMP+HISKIN->PspC*->SIG+TM+TM+TM->?->?->Cluster215_2clades->RNA-Helicase+A18->SbcC+SbcC+ABC-ATPase+SbcC->	PspC	PspC	-	112	BHF65_05150	bacteria>firmicutes	Lactobacillus salivarius	stress-responsive transcriptional regulator PspC [Lactobacillus salivarius]	1063817251	 PspC	000001.1368	PspC
AGR63818.1	Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	PspC	-	111	N134_01920	bacteria>firmicutes	Lactobacillus reuteri TD1	phage-shock protein [Lactobacillus reuteri TD1]	526120962	 PspC	000001.1368	PspC
AJT51126.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	111	LBLM1_09245	bacteria>firmicutes	Lactobacillus mucosae LM1	hypothetical protein LBLM1_09245 [Lactobacillus mucosae LM1]	767528985	 PspC	000001.1368	PspC
AKP00595.1	Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	PspC	-	111	LRIRT_0370	bacteria>firmicutes	Lactobacillus reuteri	phage shock protein C [Lactobacillus reuteri]	868713342	 PspC	000001.1368	PspC
ALL75234.1	PspC*-><-?||DEOR-HTH+WYL+WYL-C->	PspC	PspC	-	111	AD006_07865	bacteria>actinobacteria	Pseudonocardia sp. EC080610-09	hypothetical protein AD006_07865 [Pseudonocardia sp. EC080610-09]	944384405	 PspC	000001.1368	PspC
ALL82260.1	PspC*-><-?||DEOR-HTH+WYL+WYL-C->	PspC	PspC	-	111	AD017_15700	bacteria>actinobacteria	Pseudonocardia sp. EC080619-01	hypothetical protein AD017_15700 [Pseudonocardia sp. EC080619-01]	944391434	 PspC	000001.1368	PspC
AMY13757.1	Ferredoxin-RRM->?-><-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	111	ADV92_04070	bacteria>firmicutes	Lactobacillus reuteri	hypothetical protein ADV92_04070 [Lactobacillus reuteri]	1016921326	 PspC	000001.1368	PspC
CBL56202.1	<-PspC*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	PspC	PspC	-	111	pspC	bacteria>actinobacteria	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Possible stress-response transcriptional regulator protein PspC [Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1]	296921645	 PspC	000001.1368	PspC
ACG74930.1	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	PspC	-	110	AnaeK_3719	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter sp. K	phage shock protein C, PspC [Anaeromyxobacter sp. K]	196173957	 PspC	000001.1368	PspC
ACL67126.1	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	PspC	-	110	A2cp1_3802	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter dehalogenans 2CP-1	phage shock protein C, PspC [Anaeromyxobacter dehalogenans 2CP-1]	219956742	 PspC	000001.1368	PspC
ALZ87155.1	-	PspC	PspC	-	110	APT62_01245	bacteria>firmicutes	Aerococcus urinaeequi	hypothetical protein APT62_01245 [Aerococcus urinaeequi]	975034364	 PspC	000001.1368	PspC
AMB97345.1	<-SIG+TM+TM+TM<-PspC*<-PspC*<-Toast-rack<-?<-?<-SbcC+SbcC+ABC-ATPase+SbcC	PspC	PspC	-	110	AWM74_03405	bacteria>firmicutes	Aerococcus urinaeequi	hypothetical protein AWM74_03405 [Aerococcus urinaeequi]	984723786	 PspC	000001.1368	PspC
AMC01733.1	<-SIG+TM+TM+TM<-PspC*	PspC	PspC	-	110	AWM76_09335	bacteria>firmicutes	Aerococcus viridans	hypothetical protein AWM76_09335 [Aerococcus viridans]	984728175	 PspC	000001.1368	PspC
AAV43419.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	109	LBA1604	bacteria>firmicutes	Lactobacillus acidophilus NCFM	hypothetical protein LBA1604 [Lactobacillus acidophilus NCFM]	58255182	 PspC	000001.1368	PspC
ABJ63784.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	LVIS_0639	bacteria>firmicutes	Lactobacillus brevis ATCC 367	Putative stress-responsive transcriptional regulator [Lactobacillus brevis ATCC 367]	116098635	 PspC	000001.1368	PspC
ADB34995.1	PspC*->	SIG+PspC	SIG+PspC	-	109	Kfla_5992	bacteria>actinobacteria	Kribbella flavida DSM 17836	phage shock protein C, PspC [Kribbella flavida DSM 17836]	283813156	 PspC	000001.1368	PspC
AEB73591.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	PspC	-	109	Lbuc_1337	bacteria>firmicutes	Lactobacillus buchneri NRRL B-30929	phage shock protein C, PspC [Lactobacillus buchneri NRRL B-30929]	329129038	 PspC	000001.1368	PspC
AFS00495.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	PspC	-	109	LBUCD034_1466	bacteria>firmicutes	Lactobacillus buchneri CD034	Putative stress-responsive transcriptional regulator [Lactobacillus buchneri CD034]	405125734	 PspC	000001.1368	PspC
AGK94756.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	109	LA14_1595	bacteria>firmicutes	Lactobacillus acidophilus La-14	hypothetical protein LA14_1595 [Lactobacillus acidophilus La-14]	488447513	 PspC	000001.1368	PspC
AMS08647.1	<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	109	AYI71_07560	bacteria>firmicutes	Lactobacillus oris	transcriptional regulator [Lactobacillus oris]	1012287452	 PspC	000001.1368	PspC
ANN48582.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	A6F53_04675	bacteria>firmicutes	Lactobacillus brevis	stress-responsive transcriptional regulator [Lactobacillus brevis]	1040738700	 PspC	000001.1368	PspC
BAG26671.1	A18->Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	109	LAF_0335	bacteria>firmicutes	Lactobacillus fermentum IFO 3956	transcriptional regulator [Lactobacillus fermentum IFO 3956]	183226155	 PspC	000001.1368	PspC
BAN06286.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	LVISKB_0651	bacteria>firmicutes	Lactobacillus brevis KB290	Stress-Responsive transcriptional regulator [Lactobacillus brevis KB290]	472233321	 PspC	000001.1368	PspC
ABL80490.1	<-PspC*	PspC	PspC	-	108	Noca_0967	bacteria>actinobacteria	Nocardioides sp. JS614	PspC domain protein [Nocardioides sp. JS614]	119535873	 PspC	000001.1368	PspC
AGJ77049.1	ABhydrolase-><-PspC*	PspC	PspC	-	108	PALO_02145	bacteria>actinobacteria	Cutibacterium avidum 44067	hypothetical protein PALO_02145 [Cutibacterium avidum 44067]	480314345	 PspC	000001.1368	PspC
AJP46913.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	108	pspC	bacteria>firmicutes	Lactobacillus acidophilus	stress-responsive transcriptional regulator PspC [Lactobacillus acidophilus]	761526593	 PspC	000001.1368	PspC
AOG28855.1	ABhydrolase-><-PspC*	PspC	PspC	-	108	BFS79_10475	bacteria>actinobacteria	Cutibacterium avidum	PspC family transcriptional regulator [Cutibacterium avidum]	1059946718	 PspC	000001.1368	PspC
APR08183.1	ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	108	FAM21731_02039	bacteria>firmicutes	Lactobacillus parabuchneri	DNA-binding transcriptional activator PspC [Lactobacillus parabuchneri]	1125905159	 PspC	000001.1368	PspC
CEN28995.1	<-PspC*<-Toast-rack	PspC	PspC	-	108	yvlC	bacteria>firmicutes	Lactococcus piscium MKFS47	Putative stress-responsive transcription regulator YvlC [Lactococcus piscium MKFS47]	802124163	 PspC	000001.1368	PspC
OLD40933.1	PspC*->	PspC	PspC	-	108	AUI83_21550	bacteria>armatimonadetes	Armatimonadetes bacterium 13_1_40CM_3_65_7	hypothetical protein AUI83_21550 [Armatimonadetes bacterium 13_1_40CM_3_65_7]	1125407062	 PspC	000001.1368	PspC
AAO81525.1	<-SIG+TM+TM+TM<-PspC*<-Toast-rack	PspC	PspC	-	107	EF_1752	bacteria>firmicutes	Enterococcus faecalis V583	conserved hypothetical protein [Enterococcus faecalis V583]	29343764	 PspC	000001.1368	PspC
ADX80349.1	<-SIG+TM+TM+TM<-PspC*<-Toast-rack	PspC	PspC	-	107	EF62_2127	bacteria>firmicutes	Enterococcus faecalis 62	PspC phage shock domain protein [Enterococcus faecalis 62]	323480910	 PspC	000001.1368	PspC
AFO44371.1	<-SIG+TM+TM+TM<-PspC*<-Toast-rack	PspC	PspC	-	107	EFD32_1485	bacteria>firmicutes	Enterococcus faecalis D32	PspC phage shock domain protein [Enterococcus faecalis D32]	397336699	 PspC	000001.1368	PspC
AGL88268.1	A18->Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	107	LBFF_0355	bacteria>firmicutes	Lactobacillus fermentum F-6	Transcriptional regulator [Lactobacillus fermentum F-6]	500236481	 PspC	000001.1368	PspC
AHI40870.1	<-SIG+TM+TM+TM<-PspC*<-Toast-rack	PspC	PspC	-	107	pspC	bacteria>firmicutes	Enterococcus faecalis DENG1	Stress-responsive transcriptional regulator [Enterococcus faecalis DENG1]	582037541	 PspC	000001.1368	PspC
AKM50573.1	Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	107	N573_001940	bacteria>firmicutes	Lactobacillus fermentum 3872	transcriptional regulator [Lactobacillus fermentum 3872]	835164855	 PspC	000001.1368	PspC
AOR74668.1	A18->Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	107	LACFE_CDS1215	bacteria>firmicutes	Lactobacillus fermentum	Transcriptional regulator [Lactobacillus fermentum]	1069770900	 PspC	000001.1368	PspC
APU45547.1	<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades<-A18	PspC	PspC	-	107	BUW47_03410	bacteria>firmicutes	Lactobacillus fermentum	transcriptional regulator [Lactobacillus fermentum]	1130056346	 PspC	000001.1368	PspC
AQL53773.1	<-SIG+TM+TM+TM<-PspC*<-Toast-rack	PspC	PspC	-	107	BZG32_08690	bacteria>firmicutes	Enterococcus faecalis	PspC family transcriptional regulator [Enterococcus faecalis]	1142907927	 PspC	000001.1368	PspC
AEG39879.1	<-PspC*	PspC	PspC	-	106	WANG_0184	bacteria>firmicutes	Lactobacillus kefiranofaciens ZW3	Stress-responsive transcriptional regulator PspC [Lactobacillus kefiranofaciens ZW3]	333957071	 PspC	000001.1368	PspC
AFK59638.1	<-SIG+TM+TM+TM<-PspC*	PspC	PspC+TM	-	106	pspC	bacteria>firmicutes	Enterococcus faecium DO	stress-responsive transcriptional regulator [Enterococcus faecium DO]	388534446	 PspC	000001.1368	PspC
AHA04676.1	ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	106	T256_02305	bacteria>firmicutes	Pediococcus pentosaceus SL4	stress-responsive transcriptional regulator [Pediococcus pentosaceus SL4]	557470877	 PspC	000001.1368	PspC
ANZ61589.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->TM->	PspC	PspC	-	106	AYR61_09615	bacteria>firmicutes	Lactobacillus paracollinoides	hypothetical protein AYR61_09615 [Lactobacillus paracollinoides]	1050780506	 PspC	000001.1368	PspC
ANZ63231.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->TM->	PspC	PspC	-	106	AYR62_03350	bacteria>firmicutes	Lactobacillus paracollinoides	hypothetical protein AYR62_03350 [Lactobacillus paracollinoides]	1050782151	 PspC	000001.1368	PspC
ANZ67508.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->TM->	PspC	PspC	-	106	AYR63_10365	bacteria>firmicutes	Lactobacillus paracollinoides	hypothetical protein AYR63_10365 [Lactobacillus paracollinoides]	1050786437	 PspC	000001.1368	PspC
APV54805.1	<-SIG+TM+TM+TM<-PspC*	PspC	PspC+TM	-	106	AL026_11920	bacteria>firmicutes	Enterococcus faecium	PspC family transcriptional regulator [Enterococcus faecium]	1132413047	 PspC	000001.1368	PspC
APV57594.1	<-SIG+TM+TM+TM<-PspC*	PspC	PspC+TM	-	106	AL023_10025	bacteria>firmicutes	Enterococcus faecium	PspC family transcriptional regulator [Enterococcus faecium]	1132442006	 PspC	000001.1368	PspC
ADB73809.1	<-Cluster1049_2clades<-?||?->PspC*->	SIG+PspC	SIG+PspC	-	105	Gobs_1049	bacteria>actinobacteria	Geodermatophilus obscurus DSM 43160	phage shock protein C, PspC [Geodermatophilus obscurus DSM 43160]	284062871	 PspC	000001.1368	PspC
ADZ07833.1	PspC*->?->Cluster531_2clades->	PspC	PspC	-	105	LAC30SC_08670	bacteria>firmicutes	Lactobacillus amylovorus	hypothetical protein LAC30SC_08670 [Lactobacillus amylovorus]	325333925	 PspC	000001.1368	PspC
AEA32532.1	PspC*->?->Cluster531_2clades->	PspC	PspC	-	105	LAB52_08065	bacteria>firmicutes	Lactobacillus amylovorus GRL1118	hypothetical protein LAB52_08065 [Lactobacillus amylovorus GRL1118]	327184085	 PspC	000001.1368	PspC
AEV94831.1	PspC*->	PspC	PspC	-	105	PECL_530	bacteria>firmicutes	Pediococcus claussenii ATCC BAA-344	pspC domain protein [Pediococcus claussenii ATCC BAA-344]	361056027	 PspC	000001.1368	PspC
ALS00129.1	PspC*->SIG+TM+TM+TM->	PspC	PspC	-	105	ATZ33_01655	bacteria>firmicutes	Enterococcus silesiacus	PspC family transcriptional regulator [Enterococcus silesiacus]	961350375	 PspC	000001.1368	PspC
ALZ51347.1	PspC*->SIG+TM+TM+TM->	PspC	PspC+TM	-	105	AWJ25_03460	bacteria>firmicutes	Enterococcus faecium	PspC family transcriptional regulator [Enterococcus faecium]	975000358	 PspC	000001.1368	PspC
ANZ70028.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	105	AYR57_06730	bacteria>firmicutes	Pediococcus claussenii	hypothetical protein AYR57_06730 [Pediococcus claussenii]	1050788966	 PspC	000001.1368	PspC
ANZ71843.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	105	AYR58_06730	bacteria>firmicutes	Pediococcus claussenii	hypothetical protein AYR58_06730 [Pediococcus claussenii]	1050790784	 PspC	000001.1368	PspC
APB31055.1	Toast-rack->PspC*->SIG+TM+TM+TM->	PspC	PspC	-	105	BHY08_03960	bacteria>firmicutes	Vagococcus teuberi	PspC family transcriptional regulator [Vagococcus teuberi]	1100590467	 PspC	000001.1368	PspC
BAL90684.1	ComEA-HHH+S1-><-?||PspC*->	PspC	PspC	-	105	AMIS_54640	bacteria>actinobacteria	Actinoplanes missouriensis 431	hypothetical protein AMIS_54640 [Actinoplanes missouriensis 431]	381373866	 PspC	000001.1368	PspC
CCG01860.1	PspC*->?->Cluster771_2clades->	PspC	PspC	-	105	BLASA_0910	bacteria>actinobacteria	Blastococcus saxobsidens DD2	putative stress-responsive transcriptional regulator [Blastococcus saxobsidens DD2]	378782200	 PspC	000001.1368	PspC
ABJ67535.1	ABC-ATPase->ABC-ATPase->?->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	104	PEPE_0439	bacteria>firmicutes	Pediococcus pentosaceus ATCC 25745	Putative stress-responsive transcriptional regulator [Pediococcus pentosaceus ATCC 25745]	116102392	 PspC	000001.1368	PspC
ALJ22586.1	PspC*->	PspC	PspC	-	104	AO203_00285	bacteria>firmicutes	Lactobacillus gallinarum	hypothetical protein AO203_00285 [Lactobacillus gallinarum]	938165757	 PspC	000001.1368	PspC
ANI98311.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	PspC	-	104	AN278_007450	bacteria>firmicutes	Pediococcus pentosaceus	stress-responsive transcriptional regulator [Pediococcus pentosaceus]	1035435530	 PspC	000001.1368	PspC
AOW75149.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	104	A4V11_08980	bacteria>firmicutes	Pediococcus acidilactici	stress-responsive transcriptional regulator [Pediococcus acidilactici]	1082254491	 PspC	000001.1368	PspC
