AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Lineage	Species	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
AGY44794.1	<-PspC*<-PspC*<-Toast-rack	PspC	PspC	-	154	P620_11070	bacteria>firmicutes	Lactococcus lactis subsp lactis KLDS 40325	stress-responsive transcriptional regulator, PspC family [Lactococcus lactis subsp. lactis KLDS 4.0325]	552064804	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*<-PspC*<-Toast-rack	PspC	 PspC* PspC* Toast-rack
SBW31402.1	<-PspC*<-PspC*<-Toast-rack	PspC	PspC	-	154	ythA	bacteria>firmicutes	Lactococcus lactis subsp lactis	Putative uncharacterized protein ythA [Lactococcus lactis subsp. lactis]	1046563899	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*<-PspC*<-Toast-rack	PspC	 PspC* PspC* Toast-rack
OHA93964.1	HxxxH->PspC*->	PspC	PspC	-	124	A2W51_01340	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_39_10	hypothetical protein A2W51_01340 [Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_02_39_10]	1088236837	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
OHA99692.1	HxxxH->PspC*->	PspC	PspC	-	124	A3E59_01255	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_47	hypothetical protein A3E59_01255 [Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_39_47]	1088242832	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
OHB09488.1	HxxxH->PspC*->	PspC	PspC	-	124	A3H52_02405	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_26	hypothetical protein A3H52_02405 [Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_26]	1088253061	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	HxxxH->PspC*->	PspC	HxxxH PspC* 
OHB12550.1	<-PspC*<-HxxxH	PspC	PspC	-	124	A3G99_01890	bacteria	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_23	hypothetical protein A3G99_01890 [Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_23]	1088256275	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-HxxxH	PspC	 PspC* HxxxH
BAK59153.1	<-Cluster547_2clades<-?||?-><-PspC*	PspC	PspC	-	119	LCGT_1640	bacteria>firmicutes	Lactococcus garvieae ATCC 49156	conserved hypothetical protein [Lactococcus garvieae ATCC 49156]	343180814	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster547_2clades<-?||?-><-PspC*	PspC	 Cluster547_2clades ? ? PspC*
BAK61121.1	<-Cluster547_2clades||?-><-PspC*	PspC	PspC	-	119	LCGL_1661	bacteria>firmicutes	Lactococcus garvieae Lg2	conserved hypothetical protein [Lactococcus garvieae Lg2]	343182783	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster547_2clades||?-><-PspC*	PspC	 Cluster547_2clades ? PspC*
OGL88435.1	<-PspC*<-?||N-OB->?->?->Cluster446_3clades->	PspC	PspC	-	117	A3I42_04125	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11	hypothetical protein A3I42_04125 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11]	1084196281	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-?||N-OB->?->?->Cluster446_3clades->	PspC	 PspC* ? N-OB ? ? Cluster446_3clades 
AOH42042.1	PspC*->	PspC	PspC	-	115	BEQ56_00195	bacteria>chloroflexi	Anaerolineaceae bacterium oral taxon 439	hypothetical protein BEQ56_00195 [Anaerolineaceae bacterium oral taxon 439]	1061024861	bacteria>chloroflexi	bacteria>chloroflexi	bacteria	PspC	PspC*->	PspC	PspC* 
OGL77294.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3J43_00545	bacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_54_23	hypothetical protein A3J43_00545 [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_54_23]	1084184577	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-NUDIX	PspC	 PspC* NUDIX
OGL85257.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3B36_00135	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_01_FULL_55_36	hypothetical protein A3B36_00135 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_01_FULL_55_36]	1084192930	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-NUDIX	PspC	 PspC* NUDIX
OGL89683.1	<-PspC*<-NUDIX	PspC	PspC	-	115	A3J36_01280	bacteria	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_54_37	hypothetical protein A3J36_01280 [Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_54_37]	1084197651	bacteria>other unclassified bacteria	bacteria>unclassified bacteria	bacteria	PspC	<-PspC*<-NUDIX	PspC	 PspC* NUDIX
AMS07765.1	<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	114	AYI71_02445	bacteria>firmicutes	Lactobacillus oris	hypothetical protein AYI71_02445 [Lactobacillus oris]	1012286570	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-PspC*<-Cluster95_4clades	PspC	 SIG+TM(s) PspC* Cluster95_4clades
AMV60036.1	<-PspC*	PspC	PspC	-	113	ADU69_0358	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015505691	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
AMV62574.1	<-PspC*	PspC	PspC	-	113	ADU70_1080	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015508235	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
AMV64280.1	<-PspC*	PspC	PspC	-	113	ADU71_0357	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015510033	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
AMV67547.1	PspC*->	PspC	PspC	-	113	ADU72_1622	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015513221	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->	PspC	PspC* 
AMV69104.1	<-PspC*	PspC	PspC	-	113	ADU73_0696	bacteria>firmicutes	Pediococcus damnosus	Stress-responsive transcription regulator [Pediococcus damnosus]	1015514844	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-PspC*	PspC	 PspC*
ABD99988.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	PspC	-	112	LSL_1180	bacteria>firmicutes	Lactobacillus salivarius UCC118	Stress-responsive transcriptional regulator PspC [Lactobacillus salivarius UCC118]	90821349	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM(s)<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	 SbcC(s)+ABC-ATPase+SbcC RNA-Helicase+A18 Cluster215_2clades ? ? SIG+TM(s) PspC* SIG+HAMP+HISKIN REC+LuxR-HTH
AIR10846.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH<-?||?->?->?-><-Cluster95_4clades	PspC	PspC	-	112	pspC	bacteria>firmicutes	Lactobacillus salivarius	Stress-responsive transcriptional regulator [Lactobacillus salivarius]	690348920	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM(s)<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH<-?||?->?->?-><-Cluster95_4clades	PspC	 SbcC(s)+ABC-ATPase+SbcC RNA-Helicase+A18 Cluster215_2clades ? ? SIG+TM(s) PspC* SIG+HAMP+HISKIN REC+LuxR-HTH ? ? ? ? Cluster95_4clades
AKI04676.1	<-SbcC+SbcC+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM+TM+TM<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	PspC	-	112	LsR_01129	bacteria>firmicutes	Lactobacillus salivarius str Ren	PspC domain protein [Lactobacillus salivarius str. Ren]	822669030	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SbcC(s)+ABC-ATPase+SbcC<-RNA-Helicase+A18<-Cluster215_2clades<-?<-?<-SIG+TM(s)<-PspC*<-SIG+HAMP+HISKIN<-REC+LuxR-HTH	PspC	 SbcC(s)+ABC-ATPase+SbcC RNA-Helicase+A18 Cluster215_2clades ? ? SIG+TM(s) PspC* SIG+HAMP+HISKIN REC+LuxR-HTH
AKP63815.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*	PspC	PspC	-	112	ABN16_01590	bacteria>firmicutes	Lactobacillus koreensis	stress-responsive transcriptional regulator [Lactobacillus koreensis]	873920548	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*	PspC	 TM Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC*
AOO73630.1	REC+LuxR-HTH->SIG+HAMP+HISKIN->PspC*->SIG+TM+TM+TM->?->?->Cluster215_2clades->RNA-Helicase+A18->SbcC+SbcC+ABC-ATPase+SbcC->	PspC	PspC	-	112	BHF65_05150	bacteria>firmicutes	Lactobacillus salivarius	stress-responsive transcriptional regulator PspC [Lactobacillus salivarius]	1063817251	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	REC+LuxR-HTH->SIG+HAMP+HISKIN->PspC*->SIG+TM(s)->?->?->Cluster215_2clades->RNA-Helicase+A18->SbcC(s)+ABC-ATPase+SbcC->	PspC	REC+LuxR-HTH SIG+HAMP+HISKIN PspC* SIG+TM(s) ? ? Cluster215_2clades RNA-Helicase+A18 SbcC(s)+ABC-ATPase+SbcC 
AGR63818.1	Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	PspC	-	111	N134_01920	bacteria>firmicutes	Lactobacillus reuteri TD1	phage-shock protein [Lactobacillus reuteri TD1]	526120962	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	Cluster95_4clades->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	Cluster95_4clades PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades ? Ferredoxin-RRM
AJT51126.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	111	LBLM1_09245	bacteria>firmicutes	Lactobacillus mucosae LM1	hypothetical protein LBLM1_09245 [Lactobacillus mucosae LM1]	767528985	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades	PspC	 TM Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC* Cluster95_4clades
AKP00595.1	Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	PspC	-	111	LRIRT_0370	bacteria>firmicutes	Lactobacillus reuteri	phage shock protein C [Lactobacillus reuteri]	868713342	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	Cluster95_4clades->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades-><-?<-Ferredoxin-RRM	PspC	Cluster95_4clades PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades ? Ferredoxin-RRM
ALL75234.1	PspC*-><-?||DEOR-HTH+WYL+WYL-C->	PspC	PspC	-	111	AD006_07865	bacteria>actinobacteria	Pseudonocardia sp EC08061009	hypothetical protein AD006_07865 [Pseudonocardia sp. EC080610-09]	944384405	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	PspC*-><-?||DEOR-HTH+WYL(s)-C->	PspC	PspC* ? DEOR-HTH+WYL(s)-C 
ALL82260.1	PspC*-><-?||DEOR-HTH+WYL+WYL-C->	PspC	PspC	-	111	AD017_15700	bacteria>actinobacteria	Pseudonocardia sp EC08061901	hypothetical protein AD017_15700 [Pseudonocardia sp. EC080619-01]	944391434	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	PspC*-><-?||DEOR-HTH+WYL(s)-C->	PspC	PspC* ? DEOR-HTH+WYL(s)-C 
AMY13757.1	Ferredoxin-RRM->?-><-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	111	ADV92_04070	bacteria>firmicutes	Lactobacillus reuteri	hypothetical protein ADV92_04070 [Lactobacillus reuteri]	1016921326	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	Ferredoxin-RRM->?-><-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades	PspC	Ferredoxin-RRM ? Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC* Cluster95_4clades
CBL56202.1	<-PspC*||PspC+TM+TM+TM+TM+HISKIN*->REC+LuxR-HTH->	PspC	PspC	-	111	pspC	bacteria>actinobacteria	Propionibacterium freudenreichii subsp shermanii CIRMBIA1	Possible stress-response transcriptional regulator protein PspC [Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1]	296921645	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*||PspC+TM(s)+HISKIN*->REC+LuxR-HTH->	PspC	 PspC* PspC+TM(s)+HISKIN* REC+LuxR-HTH 
ACG74930.1	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	PspC	-	110	AnaeK_3719	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter sp K	phage shock protein C, PspC [Anaeromyxobacter sp. K]	196173957	bacteria>proteobacteria>deltaproteobacteria	bacteria>proteobacteria>deltaproteobacteria	bacteria	PspC	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	 PspC* ? ? Cluster531_2clades Cluster688_2clades 
ACL67126.1	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	PspC	-	110	A2cp1_3802	bacteria>proteobacteria>deltaproteobacteria	Anaeromyxobacter dehalogenans 2CP1	phage shock protein C, PspC [Anaeromyxobacter dehalogenans 2CP-1]	219956742	bacteria>proteobacteria>deltaproteobacteria	bacteria>proteobacteria>deltaproteobacteria	bacteria	PspC	<-PspC*<-?||?-><-Cluster531_2clades||Cluster688_2clades->	PspC	 PspC* ? ? Cluster531_2clades Cluster688_2clades 
AMB97345.1	<-SIG+TM+TM+TM<-PspC*<-PspC*<-Toast-rack<-?<-?<-SbcC+SbcC+ABC-ATPase+SbcC	PspC	PspC	-	110	AWM74_03405	bacteria>firmicutes	Aerococcus urinaeequi	hypothetical protein AWM74_03405 [Aerococcus urinaeequi]	984723786	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-PspC*<-PspC*<-Toast-rack<-?<-?<-SbcC(s)+ABC-ATPase+SbcC	PspC	 SIG+TM(s) PspC* PspC* Toast-rack ? ? SbcC(s)+ABC-ATPase+SbcC
AMC01733.1	<-SIG+TM+TM+TM<-PspC*	PspC	PspC	-	110	AWM76_09335	bacteria>firmicutes	Aerococcus viridans	hypothetical protein AWM76_09335 [Aerococcus viridans]	984728175	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-SIG+TM(s)<-PspC*	PspC	 SIG+TM(s) PspC*
AAV43419.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	109	LBA1604	bacteria>firmicutes	Lactobacillus acidophilus NCFM	hypothetical protein LBA1604 [Lactobacillus acidophilus NCFM]	58255182	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster187_2clades||tRNA->PspC*->	PspC	 Cluster187_2clades tRNA PspC* 
ABJ63784.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	LVIS_0639	bacteria>firmicutes	Lactobacillus brevis ATCC 367	Putative stress-responsive transcriptional regulator [Lactobacillus brevis ATCC 367]	116098635	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades TM 
ADB34995.1	PspC*->	SIG+PspC	SIG+PspC	-	109	Kfla_5992	bacteria>actinobacteria	Kribbella flavida DSM 17836	phage shock protein C, PspC [Kribbella flavida DSM 17836]	283813156	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	SIG+PspC	PspC*->	SIG PspC	PspC* 
AEB73591.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	PspC	-	109	Lbuc_1337	bacteria>firmicutes	Lactobacillus buchneri NRRL B30929	phage shock protein C, PspC [Lactobacillus buchneri NRRL B-30929]	329129038	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	 TM Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC* ? ABC-ATPase ABC-ATPase
AFS00495.1	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	PspC	-	109	LBUCD034_1466	bacteria>firmicutes	Lactobacillus buchneri CD034	Putative stress-responsive transcriptional regulator [Lactobacillus buchneri CD034]	405125734	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-TM<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-?<-ABC-ATPase<-ABC-ATPase	PspC	 TM Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC* ? ABC-ATPase ABC-ATPase
AGK94756.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	109	LA14_1595	bacteria>firmicutes	Lactobacillus acidophilus La14	hypothetical protein LA14_1595 [Lactobacillus acidophilus La-14]	488447513	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster187_2clades||tRNA->PspC*->	PspC	 Cluster187_2clades tRNA PspC* 
AMS08647.1	<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM+TM+TM<-PspC*<-Cluster95_4clades	PspC	PspC	-	109	AYI71_07560	bacteria>firmicutes	Lactobacillus oris	transcriptional regulator [Lactobacillus oris]	1012287452	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster37_3clades<-pPIWI<-?<-?<-SIG+TM(s)<-PspC*<-Cluster95_4clades	PspC	 Cluster37_3clades pPIWI ? ? SIG+TM(s) PspC* Cluster95_4clades
ANN48582.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	A6F53_04675	bacteria>firmicutes	Lactobacillus brevis	stress-responsive transcriptional regulator [Lactobacillus brevis]	1040738700	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades TM 
BAG26671.1	A18->Cluster95_4clades->PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->	PspC	PspC	-	109	LAF_0335	bacteria>firmicutes	Lactobacillus fermentum IFO 3956	transcriptional regulator [Lactobacillus fermentum IFO 3956]	183226155	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	A18->Cluster95_4clades->PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->	PspC	A18 Cluster95_4clades PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades 
BAN06286.1	PspC*->SIG+TM+TM+TM->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC	-	109	LVISKB_0651	bacteria>firmicutes	Lactobacillus brevis KB290	Stress-Responsive transcriptional regulator [Lactobacillus brevis KB290]	472233321	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	PspC*->SIG+TM(s)->?->?->pPIWI->Cluster37_3clades->TM->	PspC	PspC* SIG+TM(s) ? ? pPIWI Cluster37_3clades TM 
ABL80490.1	<-PspC*	PspC	PspC	-	108	Noca_0967	bacteria>actinobacteria	Nocardioides sp JS614	PspC domain protein [Nocardioides sp. JS614]	119535873	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	<-PspC*	PspC	 PspC*
AGJ77049.1	ABhydrolase-><-PspC*	PspC	PspC	-	108	PALO_02145	bacteria>actinobacteria	Cutibacterium avidum 44067	hypothetical protein PALO_02145 [Cutibacterium avidum 44067]	480314345	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	ABhydrolase-><-PspC*	PspC	ABhydrolase PspC*
AJP46913.1	<-Cluster187_2clades||tRNA->PspC*->	PspC	PspC	-	108	pspC	bacteria>firmicutes	Lactobacillus acidophilus	stress-responsive transcriptional regulator PspC [Lactobacillus acidophilus]	761526593	bacteria>firmicutes	bacteria>firmicutes	bacteria	PspC	<-Cluster187_2clades||tRNA->PspC*->	PspC	 Cluster187_2clades tRNA PspC* 
AOG28855.1	ABhydrolase-><-PspC*	PspC	PspC	-	108	BFS79_10475	bacteria>actinobacteria	Cutibacterium avidum	PspC family transcriptional regulator [Cutibacterium avidum]	1059946718	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	PspC	ABhydrolase-><-PspC*	PspC	ABhydrolase PspC*
