GenContext.norep	Lineage.final	count
SIG+TM(s)->TM+OmpA->REC->SFII-RAD3->TM(s)->SIG+TM(s)*->SIG+APATPase->?->SIGMA-HTH-><-?<-Cluster40_2clades<-SIG+SAF	bacteria>proteobacteria>betaproteobacteria	4
SIG+TM(s)->TM+OmpA->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->	bacteria>firmicutes	4
SIG+TM(s)->TM+OmpA->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->?->?->SIG+BetaPropeller->	bacteria>firmicutes	4
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->HPT+HISKIN+CheW->CheW->CheC->CheD->	bacteria>firmicutes	4
SIG+TM(s)*->SIG+TM->Cluster27_3clades->	bacteria>proteobacteria>betaproteobacteria	4
SIG+TM(s)*->TM(s)->	bacteria>proteobacteria>gammaproteobacteria	4
SIG+TM*->?->?->?->REC->	bacteria>firmicutes	4
TM->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->	bacteria>proteobacteria>gammaproteobacteria	4
TPR->SIG+TM(s)*->	bacteria>proteobacteria>betaproteobacteria	4
?*->	bacteria>fcb group	3
<-?*	bacteria>actinobacteria	3
<-?*<-PADR-HTH	bacteria>fcb group	3
<-?*<-PspC	bacteria>other unclassified bacteria	3
<-ABC-ATPase<-SIG+BetaPropeller<-SIG+BetaPropeller<-SIGMA-HTH<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-TM<-TM+OmpA	bacteria>firmicutes	3
<-Cluster133_3clades<-?<-SIG+TM<-ZetaToxin<-Cluster168_2clades||?->TM(s)->SIG+TM(s)*->Cluster39_2clades->Cluster24_2clades->SIG+TM(s)->SIG+TM->?->?->FHA->	bacteria>proteobacteria>betaproteobacteria	3
<-DUF1700-alpha-helical+PspC(s)+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH	bacteria>other unclassified bacteria	3
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*<-PADR-HTH||?->?->?->Cluster297_2clades->	bacteria>other unclassified bacteria	3
<-FilH<-SIGMA-HTH<-?<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>spirochaetes	3
<-MORC||?->TM+OmpA-><-DUF1700-alpha-helical+PspC+TM(s)+Toast-rack*<-PADR-HTH	bacteria>fcb group	3
<-NACHT<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	3
<-NACHT<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-Cluster133_3clades	bacteria>proteobacteria>betaproteobacteria	3
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>pvc group	3
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-CheC<-?<-CheC<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	3
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-SIG+TM(s)<-CheC<-?<-CheC<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	3
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>spirochaetes	3
<-REC<-?<-?<-?<-PspC<-?<-LiaI-LiaF-TM*<-?<-TetR-HTH	bacteria>firmicutes	3
<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	3
<-SIG+TM(s)*<-?<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-CheC	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM(s)<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+MHYT+TM(s)+GGDEF+EAL	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-?<-Cluster59_2clades<-NACHT<-SIG+TM(s)*<-PYRIN<-Cluster27_3clades<-AraC-HTH	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM<-Cluster216_2clades<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM<-SIG+TM(s)*<-TM(s)<-?<-?<-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TM<-SIG+TM(s)*<-TM(s)<-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase<-SIG+TarH+TM+HAMP+MA<-SIG+TarH+TM+HAMP+MA	bacteria>proteobacteria>gammaproteobacteria	3
<-SIG+TPR<-SIG+TM(s)*<-TPR<-?<-FHA+TM	bacteria>proteobacteria>alphaproteobacteria	3
<-SIGMA-HTH<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-ISOCOT	bacteria>thermotogae	3
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SFII-RAD3<-REC<-REC<-CheD<-CheRN-Alpha+CheR-Methylase	bacteria>proteobacteria>betaproteobacteria	3
<-SIGMA-HTH<-SIG+TM(s)*<-?<-?<-?<-SIG+SAF<-?<-SIG+TM(s)	bacteria>proteobacteria>alphaproteobacteria	3
<-TM(s)<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	3
<-TM(s)<-SIG+TM(s)<-SIG+TM(s)*	bacteria>proteobacteria>alphaproteobacteria	3
ABC-ATPase->?->?->?->LiaI-LiaF-TM*->	bacteria>firmicutes	3
AraC-HTH->Cluster27_3clades->PYRIN->SIG+TM(s)*->NACHT->Cluster59_2clades->?->Cluster24_2clades->SIG+TM(s)->SIG+TM->SIG+TM(s)->	bacteria>proteobacteria>betaproteobacteria	3
CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>nitrospirae	3
CheC->CheC->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*-><-?<-Cluster120_5clades	bacteria>proteobacteria>betaproteobacteria	3
CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->?->SIGMA-HTH->	bacteria>other unclassified bacteria	3
Cluster251_2clades->FHA+TM->Cluster172_2clades->TPR->SIG+TM(s)*->TM->Cluster154_3clades->SIG+TPR->TM(s)->	bacteria>proteobacteria>alphaproteobacteria	3
Cluster27_3clades->PYRIN->SIG+TM(s)*->NACHT->Cluster59_2clades->?->Cluster24_2clades->SIG+TM(s)->SIG+TM->SIG+TM(s)->	bacteria>proteobacteria>betaproteobacteria	3
CR-ATPase7->CR-REase10->?->TPR->SIG+TM(s)*->	bacteria>proteobacteria>betaproteobacteria	3
CR-ATPase7->SIG+TM(s)*->FHA->NACHT->TET-TPase->?->Cluster63_2clades->CheC->SIG+TM(s)->	bacteria>proteobacteria>gammaproteobacteria	3
ISOCOT-><-?<-?<-tRNA<-Cluster306_3clades<-tRNA<-tRNA<-SIGMA-HTH<-?<-?<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>other unclassified bacteria	3
PADR-HTH->?*->	bacteria>fcb group	3
REC->Cluster57_2clades->SIG+TM(s)*->NACHT->TET-TPase->?->Cluster103_2clades->	bacteria>proteobacteria>betaproteobacteria	3
SIG+SAF->Cluster40_2clades->DICT-><-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	3
SIG+TM->?->?->?->Cluster57_2clades->SIG+TM(s)*->NACHT->TET-TPase->	bacteria>proteobacteria>gammaproteobacteria	3
SIG+TM->?->CheC->SIG+TM(s)->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->	bacteria>proteobacteria>alphaproteobacteria	3
SIG+TM->CheC->?->CheC->SIG+NtrC-AAA+FIS-HTH->SIG+TM(s)*->	bacteria>proteobacteria>alphaproteobacteria	3
SIG+TM(s)->?->SIG+SAF->?->?->?->SIG+TM(s)*->SIGMA-HTH->	bacteria>proteobacteria>alphaproteobacteria	3
SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->?->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->?->SIGMA-HTH->?->HD->	bacteria>other unclassified bacteria	3
SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->?->SIG+APATPase->ParA-Soj-PloopNTPase->?->SIGMA-HTH->FilH->	bacteria>spirochaetes	3
SIG+TM(s)->TM+OmpA->TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->?->SIG+BetaPropeller->SIG+BetaPropeller->	bacteria>firmicutes	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->?->PilZ->CheC->CheD->SIGMA-HTH->	bacteria>thermotogae	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->?->SIGMA-HTH->FilH->	bacteria>other unclassified bacteria	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>firmicutes	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->	bacteria>proteobacteria>gammaproteobacteria	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->	bacteria>proteobacteria>gammaproteobacteria	3
SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->TM->	bacteria>proteobacteria>deltaproteobacteria	3
TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->SIGMA-HTH->?->?->SIG+BetaPropeller->	bacteria>firmicutes	3
TM->SIG+TM->SIG+TM(s)->SIG+TM->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->	bacteria>firmicutes	3
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH-><-DICT<-Cluster40_2clades	bacteria>proteobacteria>betaproteobacteria	3
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH-><-DICT<-Cluster40_2clades<-SIG+SAF	bacteria>proteobacteria>betaproteobacteria	3
TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM(s)->TM+OmpA->	bacteria>proteobacteria>betaproteobacteria	3
?*->	archaea>euryarchaeota	2
<-?*<-?*	bacteria>other unclassified bacteria	2
<-ABC-ATPase(s)||?->?-><-REC<-SIG+TM(s)<-LiaI-LiaF-TM+Toast-rack*<-?<-?||SIG+TM(s)->	bacteria>fcb group	2
<-CheD<-CheC<-CheW<-HPT+HISKIN+CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>firmicutes	2
<-Cluster120_5clades<-?<-?<-?<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)	bacteria>actinobacteria	2
<-Cluster133_3clades<-?<-SIG+TM<-ZetaToxin<-Cluster168_2clades<-?||TM(s)->SIG+TM(s)*->Cluster39_2clades->Cluster24_2clades->SIG+TM(s)->SIG+TM->?->FHA->	bacteria>proteobacteria>betaproteobacteria	2
<-Cluster192_2clades<-?||?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
<-DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*<-PADR-HTH<-?||?->Cluster192_2clades->	bacteria>fcb group	2
<-HMA+TM(s)<-?||PspC->?->LiaI-LiaF-TM+Toast-rack*->	bacteria>other unclassified bacteria	2
<-IONCHANNEL<-DOUBLECORTIN<-Cluster115_5clades||SIG+SAF->Cluster40_2clades->DICT-><-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	2
<-LiaI-LiaF-TM*	bacteria>firmicutes	2
<-LiaI-LiaF-TM*<-?<-?<-?<-ABC-ATPase	bacteria>firmicutes	2
<-LiaI-LiaF-TM*<-?<-?<-?<-ABC-ATPase<-?<-?<-Cluster253_2clades	bacteria>firmicutes	2
<-LiaI-LiaF-TM+Toast-rack*	archaea>euryarchaeota	2
<-LiaI-LiaF-TM+Toast-rack*	bacteria>fcb group	2
<-NACHT<-SIG+TM(s)*	bacteria>others	2
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-?<-?<-?<-?<-?||SIG+TM(s)*->	bacteria>proteobacteria>epsilonproteobacteria	2
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-CheC<-CheC<-SIG+TM<-?||?->PSYN->	bacteria>proteobacteria>alphaproteobacteria	2
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	2
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM	bacteria>firmicutes	2
<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM	bacteria>other unclassified bacteria	2
<-REC<-?<-?<-?<-SIG+TM*	bacteria>firmicutes	2
<-REC<-SIG+CHASE3+TM+SHELIX+HISKIN||?-><-SIG+TM(s)*<-?<-SIG+NtrC-AAA+FIS-HTH<-CheC<-?<-CheC<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	2
<-REC<-SIG+TM(s)<-LiaI-LiaF-TM+Toast-rack*	bacteria>fcb group	2
<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC<-CheC	bacteria>thermodesulfobacteria	2
<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+APATPase<-SIG+TM(s)*	bacteria>nitrospirae	2
<-SIG+APATPase<-SIG+TM(s)*	bacteria>pvc group	2
<-SIG+BetaPropeller<-?<-?<-SIGMA-HTH<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>firmicutes	2
<-SIG+BetaPropeller<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-?<-CheC	bacteria>firmicutes	2
<-SIG+BetaPropeller<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*	bacteria>proteobacteria>deltaproteobacteria	2
<-SIG+LiaI-LiaF-TM*	bacteria>actinobacteria	2
<-SIG+NtrC-AAA+FIS-HTH<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)*<-TPR<-?<-CR-REase10<-CR-ATPase7	bacteria>proteobacteria>deltaproteobacteria	2
<-SIG+TM(s)*	bacteria>other unclassified bacteria	2
<-SIG+TM(s)*	bacteria>proteobacteria>betaproteobacteria	2
<-SIG+TM(s)*||?->?->?->?->?->SIG+APATPase->ParA-Soj-PloopNTPase->	bacteria>proteobacteria>epsilonproteobacteria	2
<-SIG+TM(s)*||?-><-MORC	bacteria>other unclassified bacteria	2
<-SIG+TM(s)*<-?<-NACHT<-?<-TM(s)<-SIG+TM(s)<-?<-DOUBLECORTIN	bacteria>proteobacteria>epsilonproteobacteria	2
<-SIG+TM(s)*<-CheC<-?<-CheC<-SIG+TM	bacteria>proteobacteria>alphaproteobacteria	2
<-SIG+TM(s)*<-SIG+NtrC-AAA+FIS-HTH<-SIG+TM(s)	bacteria>proteobacteria>alphaproteobacteria	2
<-SIG+TM(s)*<-TM(s)<-?||?-><-Cluster294_3clades<-PSYN<-Cluster482_2clades<-SIG+IF2-HTH+sGTP	bacteria>pvc group	2
<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)	bacteria>others	2
<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC	bacteria>spirochaetes	2
<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM(s)<-?<-Cluster354_2clades<-?<-SIG+TM(s)*<-?<-NACHT<-?<-TM(s)<-SIG+TM(s)<-?<-DOUBLECORTIN	bacteria>proteobacteria>epsilonproteobacteria	2
<-SIG+TM(s)<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM(s)<-HPT+HISKIN+CheW<-SFII-RAD3<-REC<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM(s)<-SIG+TM(s)*<-SIG+TM<-IONCHANNEL	bacteria>proteobacteria>alphaproteobacteria	2
<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-Cluster103_2clades<-?<-TET-TPase<-NACHT<-SIG+TM(s)*	bacteria>proteobacteria>betaproteobacteria	2
<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-Cluster63_2clades<-?<-NACHT<-FHA<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM||TM->?->?->SIG+TM(s)->?->SIG+TM(s)*->SIG+TM(s)->TM(s)->?-><-?<-TM<-SIG+SAF<-SIG+BetaPropeller	bacteria>proteobacteria>alphaproteobacteria	2
<-SIG+TM<-SIG+TM(s)*<-TM(s)<-SFII-RAD3<-REC<-REC<-CheRN-Alpha+CheR-Methylase<-?<-SIG+TarH+TM+HAMP+MA	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM<-SIG+TM(s)<-?<-?<-?<-NACHT<-Cluster49_2clades<-SIG+TM(s)*<-PYRIN<-Cluster27_3clades<-AraC-HTH	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-?<-?<-NACHT<-Cluster49_2clades<-SIG+TM(s)*<-PYRIN<-Cluster27_3clades<-AraC-HTH	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-?<-Cluster59_2clades<-NACHT<-Cluster49_2clades<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	2
<-SIG+TM<-SIG+TM(s)<-Cluster24_2clades<-Cluster39_2clades<-SIG+TM(s)*<-TM(s)||Cluster168_2clades->ZetaToxin->SIG+TM->?->Cluster133_3clades->NACHT->	bacteria>proteobacteria>betaproteobacteria	2
<-SIG+TM<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	2
<-SIGMA-HTH<-?<-CheD<-CheC<-PilZ<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)	bacteria>firmicutes	2
<-SIGMA-HTH<-?<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-PSE<-SIG+TM<-CheC	bacteria>other unclassified bacteria	2
<-SIGMA-HTH<-CheD<-CheC<-CheW<-REC<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	2
<-SIGMA-HTH<-CheD<-CheC<-REC<-?<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-REC<-CheC	bacteria>firmicutes	2
<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)<-SIG+TM(s)<-SIG+TM<-SIG+TM(s)<-SIG+TM<-CheC<-CheC	bacteria>firmicutes	2
<-SIGMA-HTH<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	2
<-SIGMA-HTH<-SIG+TM(s)*<-?<-?<-?<-SIG+SAF	bacteria>proteobacteria>alphaproteobacteria	2
<-SIGMA-HTH<-SIG+TM<-Cluster216_2clades<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>gammaproteobacteria	2
<-TET-TPase<-NACHT<-SIG+TM(s)*	bacteria>proteobacteria>gammaproteobacteria	2
<-TET-TPase<-NACHT<-SIG+TM(s)*<-Cluster57_2clades	bacteria>proteobacteria>betaproteobacteria	2
<-ZetaToxin<-Cluster168_2clades||TM(s)->SIG+TM(s)*->Cluster24_2clades->SIG+TM(s)->SIG+TM->	bacteria>proteobacteria>betaproteobacteria	2
AraC-HTH->Cluster27_3clades->PYRIN->SIG+TM(s)*->	bacteria>proteobacteria>gammaproteobacteria	2
CheC->CheC->?->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->	bacteria>actinobacteria	2
CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->?->FilH->?->?->Cluster108_2clades->	bacteria>spirochaetes	2
CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->	bacteria>proteobacteria>deltaproteobacteria	2
CheC->CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->SIG+TM(s)->TM+OmpA->	bacteria>proteobacteria>gammaproteobacteria	2
CheC->REC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->	bacteria>firmicutes	2
CheC->REC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->REC->HPT+HISKIN+CheW->CheW->	bacteria>firmicutes	2
CheC->REC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIGMA-HTH->SIG+BetaPropeller->SIG+BetaPropeller->CheC->CheD->	bacteria>firmicutes	2
CheC->SIG+TM->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->?->SIGMA-HTH->FilH->	bacteria>spirochaetes	2
CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->?->?->TM(s)->SIG+TM(s)*->SIG+TM->	bacteria>proteobacteria>gammaproteobacteria	2
CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM(s)->SIG+TM(s)*->SIG+TM-><-?<-Cluster307_3clades<-Cluster420_2clades	bacteria>proteobacteria>gammaproteobacteria	2
CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM(s)->SIG+TM(s)*->SIG+TM-><-?<-Cluster528_2clades<-?<-?<-LACI-HTH+PBPI	bacteria>proteobacteria>gammaproteobacteria	2
CheW->REC->?->SIG+TM(s)->SIG+TM->SIG+TM(s)->TM(s)->SIG+TM(s)*->SIG+APATPase->ParA-Soj-PloopNTPase->PilZ->CheC->CheD->SIGMA-HTH->	bacteria>thermotogae	2
Cluster193_7clades->PspC->LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
Cluster297_2clades->?->HD+Tox-RelA+TGS->?->?->?-><-?<-SIG+TM(s)*	bacteria>proteobacteria>epsilonproteobacteria	2
Cluster40_2clades->DICT-><-TM+OmpA<-SIG+TM(s)<-SIGMA-HTH<-ParA-Soj-PloopNTPase<-SIG+APATPase<-SIG+TM(s)*<-TM(s)	bacteria>proteobacteria>betaproteobacteria	2
Cluster57_2clades->SIG+TM(s)*->NACHT->TET-TPase->?->Cluster103_2clades->SIG+TM(s)->SIG+TM->SIG+TM(s)->	bacteria>proteobacteria>betaproteobacteria	2
CR-ATPase7->SIG+TM(s)*->FHA->NACHT->TET-TPase->	bacteria>proteobacteria>gammaproteobacteria	2
FHA+TM->?->TPR->SIG+TM(s)*-><-SIG+TM(s)	bacteria>proteobacteria>alphaproteobacteria	2
LiaI-LiaF-TM(s)*->	bacteria>actinobacteria	2
LiaI-LiaF-TM*->	bacteria>other unclassified bacteria	2
LiaI-LiaF-TM+Toast-rack*->	bacteria>other unclassified bacteria	2
LiaI-LiaF-TM+Toast-rack*->?->SIG+TM(s)->REC->	bacteria>fcb group	2
LiaI-LiaF-TM+Toast-rack*-><-SIG+TIMbarrel	bacteria>firmicutes	2
LiaI-LiaF-TM+Toast-rack*->GTPase-AIG->	bacteria>other unclassified bacteria	2
MODE-HTH+PBPII-><-?<-Cluster192_2clades<-?||?->PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
PADR-HTH->DUF1700-alpha-helical+PspC(s)+LiaI-LiaF-TM+Toast-rack*->	bacteria>fcb group	2
PspC->LiaI-LiaF-TM+Toast-rack*->	bacteria>firmicutes	2
SbcC(s)+SWACOS+SbcC->?->TM(s)-><-?||PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM*->	bacteria>fcb group	2
SIG+BetaPropeller->?->?->?->?->IONCHANNEL->SIG+TM->SIG+TM(s)*->SIG+TM(s)->?->?->?->?-><-NACHT<-SIG+BetaPropeller	bacteria>proteobacteria>alphaproteobacteria	2
