AccNum	Query	ClustID	ClustName	GenContext	PFAM	DomArch	arch.TMSIG	Length	GenName	Lineage	Species.old	Annotation	GI
AGU57850.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA||NtrC-AAA+FIS-HTH->?->?->?->ABC-ATPase->ABC-ATPase->	PspB	PspB	SIG	80	N175_09220	bacteria>proteobacteria>gammaproteobacteria	Vibrio anguillarum M3	phage-shock protein [Vibrio anguillarum M3]	537380614
BAO43939.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspB*<-PspA	PspB	PspB	SIG	80	TBH_C1009	bacteria>proteobacteria>gammaproteobacteria	Thiolapillus brandeum	phage shock protein B [Thiolapillus brandeum]	574955096
AAN54860.1	pspb	000001.461	 PspB	PspA->PspB*->PspC*->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Shewanella oneidensis MR-1	phage shock protein B PspB [Shewanella oneidensis MR-1]	24347639
ABE55759.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	Sden_2479	bacteria>proteobacteria>gammaproteobacteria	Shewanella denitrificans OS217	phage shock B [Shewanella denitrificans OS217]	91715833
ABL99445.1	pspb	000001.461	 PspB	PspA->PspB*->PspC*->	PspB	PspB	SIG	79	Sama_1238	bacteria>proteobacteria>gammaproteobacteria	Shewanella amazonensis SB2B	phage shock protein B [Shewanella amazonensis SB2B]	119766875
ABO24361.1	pspb	000001.461	 PspB	-	PspB	PspB	SIG	79	Shew_2495	bacteria>proteobacteria>gammaproteobacteria	Shewanella loihica PV-4	phage shock B family protein [Shewanella loihica PV-4]	126638718
ACK47224.1	pspb	000001.461	 PspB	-	PspB	PspB	SIG	79	Sbal223_2736	bacteria>proteobacteria>gammaproteobacteria	Shewanella baltica OS223	phage shock protein B [Shewanella baltica OS223]	217499031
ADT93853.1	pspb	000001.461	 PspB	PspA->PspB*->PspC*->	PspB	PspB	SIG	79	Sbal678_1681	bacteria>proteobacteria>gammaproteobacteria	Shewanella baltica OS678	phage shock protein B [Shewanella baltica OS678]	315267000
ADV53978.1	pspb	000001.461	 PspB	PspA->PspB*->PspC*->	PspB	PspB	SIG	79	Sput200_1515	bacteria>proteobacteria>gammaproteobacteria	Shewanella putrefaciens 200	phage shock protein B [Shewanella putrefaciens 200]	319425904
AEF04122.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas naphthalenivorans	phage shock protein B [Alteromonas naphthalenivorans]	332994067
AEH13484.1	pspb	000001.461	 PspB	PspA->PspB*->PspC*->	PspB	PspB	SIG	79	Sbal117_1731	bacteria>proteobacteria>gammaproteobacteria	Shewanella baltica OS117	phage shock protein B [Shewanella baltica OS117]	334863013
AEP30415.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Glaciecola nitratireducens FR1064	phage shock protein B [Glaciecola nitratireducens FR1064]	347947065
AFS36572.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas macleodii ATCC 27126	phage shock protein B [Alteromonas macleodii ATCC 27126]	406373317
AFT73739.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas macleodii str. 'English Channel 673'	phage shock protein B [Alteromonas macleodii str. 'English Channel 673']	407244553
AFT94549.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas macleodii str. 'Balearic Sea AD45'	phage shock protein B [Alteromonas macleodii str. 'Balearic Sea AD45']	407290237
AFV84628.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas mediterranea DE1	phage shock protein B [Alteromonas mediterranea DE1]	410818011
AGP96636.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	pspB	bacteria>proteobacteria>gammaproteobacteria	Alteromonas mediterranea UM7	phage shock protein B [Alteromonas mediterranea UM7]	521344872
AIF98197.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	EP13_05475	bacteria>proteobacteria>gammaproteobacteria	Alteromonas australica	phage-shock protein [Alteromonas australica]	666081704
AJP43251.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	EP12_05550	bacteria>proteobacteria>gammaproteobacteria	Alteromonas australica	phage-shock protein [Alteromonas australica]	761522930
ALM91414.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	AOR13_2405	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris LMG 21856	Phage shock protein B [Alteromonas stellipolaris LMG 21856]	948569295
AMJ74391.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	AVL57_10705	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	phage shock protein B [Alteromonas stellipolaris]	996017239
AMJ81946.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	AV941_05480	bacteria>proteobacteria>gammaproteobacteria	Alteromonas mediterranea	phage shock protein B [Alteromonas mediterranea]	996024806
AMJ86823.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	AV939_09720	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp. Mac1	phage shock protein B [Alteromonas sp. Mac1]	996029440
AMJ90683.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	AV940_09495	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp. Mac2	phage shock protein B [Alteromonas sp. Mac2]	996033301
AMJ94566.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	AVL56_09840	bacteria>proteobacteria>gammaproteobacteria	Alteromonas addita	phage shock protein B [Alteromonas addita]	996038591
AMJ97646.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	AVL55_05405	bacteria>proteobacteria>gammaproteobacteria	Alteromonas macleodii	phage shock protein B [Alteromonas macleodii]	996043261
AMN11084.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	ACZ81_05475	bacteria>proteobacteria>gammaproteobacteria	Alteromonas macleodii	phage-shock protein [Alteromonas macleodii]	1002381142
ANB23225.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	A6K25_19390	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	phage shock protein B [Alteromonas stellipolaris]	1023066634
ANB26456.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	A6F57_15405	bacteria>proteobacteria>gammaproteobacteria	Alteromonas stellipolaris	phage shock protein B [Alteromonas stellipolaris]	1023069879
ANO50214.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->PspC->?*->	PspB	PspB	SIG	79	BA177_02355	bacteria>proteobacteria>gammaproteobacteria	Woeseia oceani	phage shock protein B [Woeseia oceani]	1041525985
APD85528.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	BM527_05185	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp. Mex14	phage shock protein B [Alteromonas sp. Mex14]	1108493862
APD89207.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	BM524_04920	bacteria>proteobacteria>gammaproteobacteria	Alteromonas mediterranea	phage shock protein B [Alteromonas mediterranea]	1108497542
APD97032.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	79	BM525_04985	bacteria>proteobacteria>gammaproteobacteria	Alteromonas mediterranea	phage shock protein B [Alteromonas mediterranea]	1108505370
APE05965.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	BM528_09495	bacteria>proteobacteria>gammaproteobacteria	Alteromonas sp. RW2A1	phage shock protein B [Alteromonas sp. RW2A1]	1108514306
CAV19167.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	79	VS_1990	bacteria>proteobacteria>gammaproteobacteria	Vibrio tasmaniensis LGP32	phage shock protein B [Vibrio tasmaniensis LGP32]	218322990
ABG41511.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	78	Patl_3003	bacteria>proteobacteria>gammaproteobacteria	Pseudoalteromonas atlantica T6c	phage shock B [Pseudoalteromonas atlantica T6c]	109701591
ABK39819.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	78	pspB	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila subsp. hydrophila ATCC 7966	phage shock protein B [Aeromonas hydrophila subsp. hydrophila ATCC 7966]	117562871
ABO90468.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	78	pspB	bacteria>proteobacteria>gammaproteobacteria	Aeromonas salmonicida subsp. salmonicida A449	phage shock protein B [Aeromonas salmonicida subsp. salmonicida A449]	142852147
AEB49645.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	78	B565_1610	bacteria>proteobacteria>gammaproteobacteria	Aeromonas veronii B565	Phage shock protein B [Aeromonas veronii B565]	328804446
AEE22286.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	78	Glaag_1325	bacteria>proteobacteria>gammaproteobacteria	Glaciecola sp. 4H-3-7+YE-5	phage shock protein B [Glaciecola sp. 4H-3-7+YE-5]	332173032
AGM43816.1	pspb	000001.461	 PspB	PspA->PspB*->PspC->	PspB	PspB	SIG	78	pspB	bacteria>proteobacteria>gammaproteobacteria	Aeromonas hydrophila ML09-119	phage shock protein B [Aeromonas hydrophila ML09-119]	507221279
AHX61176.1	pspb	000001.461	 PspB	<-PspC<-PspB*<-PspA	PspB	PspB	SIG	78	B224_2635	bacteria>proteobacteria>gammaproteobacteria	Aeromonas media WS	phage shock protein B [Aeromonas media WS]	615552131
