AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName	ClustID	Query
ACP33381.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	220	cauri_1788	bacteria>actinobacteria	Corynebacterium aurimucosum ATCC 700975	hypothetical protein cauri_1788 [Corynebacterium aurimucosum ATCC 700975]	227454628	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AMT93198.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	220	A2T55_04900	bacteria>actinobacteria	Brevibacterium linens	hypothetical protein A2T55_04900 [Brevibacterium linens]	1013856360	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AAZ56435.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	Tfu_2402	bacteria>actinobacteria	Thermobifida fusca YX	conserved hypothetical protein [Thermobifida fusca YX]	71916533	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AFA72281.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	GPOL_c12230	bacteria>actinobacteria	Gordonia polyisoprenivorans VH2	protein of unknown function DUF1707 [Gordonia polyisoprenivorans VH2]	375751461	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AGF71493.1	<-DUF1707-SHOCT-bihelical+Toast-rack*<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	A605_02395	bacteria>actinobacteria	Corynebacterium halotolerans YIM 70093 = DSM 44683	hypothetical protein A605_02395 [Corynebacterium halotolerans YIM 70093 = DSM 44683]	451902606	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ALA77391.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	BCGR_1074	bacteria>actinobacteria	Mycobacterium bovis BCG	DUF1707 domain-containing protein [Mycobacterium bovis BCG]	922676594	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
APC34135.1	<-DUF1707-SHOCT-bihelical+Toast-rack*<-?<-?<-?<-ABC-ATPase	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	A9R04_05240	bacteria>actinobacteria	Nocardiopsis dassonvillei	hypothetical protein A9R04_05240 [Nocardiopsis dassonvillei]	1102264407	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
APU17512.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	219	UA74_27545	bacteria>actinobacteria	Actinoalloteichus sp. ADI127-7	putative DUF1707 family protein [Actinoalloteichus sp. ADI127-7]	1130033191	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AQA24737.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	BTZ20_0438	bacteria>actinobacteria	Rhodococcus sp. MTM3W5.2	hypothetical protein BTZ20_0438 [Rhodococcus sp. MTM3W5.2]	1140140204	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
BAH38390.1	DUF1707-SHOCT-bihelical+Toast-rack*->Cluster124_2clades->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	219	GAU_1348	bacteria>gemmatimonadetes	Gemmatimonas aurantiaca T-27	hypothetical protein GAU_1348 [Gemmatimonas aurantiaca T-27]	226089945	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ACU40237.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	218	Amir_6436	bacteria>actinobacteria	Actinosynnema mirum DSM 43827	protein of unknown function DUF1707 [Actinosynnema mirum DSM 43827]	255924726	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ADB34741.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	218	Kfla_5736	bacteria>actinobacteria	Kribbella flavida DSM 17836	protein of unknown function DUF1707 [Kribbella flavida DSM 17836]	283812902	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
BAK38082.1	<-DUF1707-SHOCT-bihelical+Toast-rack*<-?||Cluster8_2clades->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	218	MLP_50680	bacteria>actinobacteria	Microlunatus phosphovorus NM-1	hypothetical protein MLP_50680 [Microlunatus phosphovorus NM-1]	334688497	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ACV76653.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	217	Namu_0220	bacteria>actinobacteria	Nakamurella multipartita DSM 44233	protein of unknown function DUF1707 [Nakamurella multipartita DSM 44233]	258553711	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ACV78323.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	217	Namu_1934	bacteria>actinobacteria	Nakamurella multipartita DSM 44233	protein of unknown function DUF1707 [Nakamurella multipartita DSM 44233]	258555381	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AEY89648.1	ABC-ATPase->DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	217	SHJG_4377	bacteria>actinobacteria	Streptomyces hygroscopicus subsp. jinggangensis 5008	hypothetical protein SHJG_4377 [Streptomyces hygroscopicus subsp. jinggangensis 5008]	374100764	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AFU06310.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	217	O3I_041825	bacteria>actinobacteria	Nocardia brasiliensis ATCC 700358	hypothetical protein O3I_041825 [Nocardia brasiliensis ATCC 700358]	407312409	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
APC33335.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	217	A9R04_00845	bacteria>actinobacteria	Nocardiopsis dassonvillei	hypothetical protein A9R04_00845 [Nocardiopsis dassonvillei]	1102263607	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
APT89352.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	217	CFRA_08925	bacteria>actinobacteria	Corynebacterium frankenforstense DSM 45800	hypothetical protein CFRA_08925 [Corynebacterium frankenforstense DSM 45800]	1129926401	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ABG96953.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	216	RHA1_ro05172	bacteria>actinobacteria	Rhodococcus jostii RHA1	conserved hypothetical protein [Rhodococcus jostii RHA1]	110821669	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AMS06232.1	<-DUF1707-SHOCT-bihelical+Toast-rack*||?-><-Cluster8_2clades	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	216	AXH35_13075	bacteria>actinobacteria	Acidipropionibacterium acidipropionici	hypothetical protein AXH35_13075 [Acidipropionibacterium acidipropionici]	1012285035	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AMY52761.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	216	A3L23_01411	bacteria>actinobacteria	Rhodococcus fascians D188	hypothetical protein A3L23_01411 [Rhodococcus fascians D188]	1018276932	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ACU95626.1	<-Cluster8_2clades<-?<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	215	Svir_05520	bacteria>actinobacteria	Saccharomonospora viridis DSM 43017	protein of unknown function (DUF1707) [Saccharomonospora viridis DSM 43017]	256584493	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ADB51697.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	SIG+DUF1707+DUF2154	SIG+DUF1707-SHOCT-bihelical+Toast-rack	SIG	215	Cwoe_3279	bacteria>actinobacteria	Conexibacter woesei DSM 14684	protein of unknown function DUF1707 [Conexibacter woesei DSM 14684]	283948953	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AMW04716.1	DUF1707-SHOCT-bihelical+Toast-rack*->Cluster124_2clades->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	215	GEMMAAP_07420	bacteria>gemmatimonadetes	Gemmatimonas phototrophica	hypothetical protein GEMMAAP_07420 [Gemmatimonas phototrophica]	1015603799	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ACU69645.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	214	Caci_0710	bacteria>actinobacteria	Catenulispora acidiphila DSM 44928	protein of unknown function DUF1707 [Catenulispora acidiphila DSM 44928]	256356148	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AKG46407.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	214	SXIM_50230	bacteria>actinobacteria	Streptomyces xiamenensis	hypothetical protein SXIM_50230 [Streptomyces xiamenensis]	818448263	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ANI39370.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	214	MYVA_2186	bacteria>actinobacteria	Mycobacterium vaccae 95051	hypothetical protein MYVA_2186 [Mycobacterium vaccae 95051]	1034246335	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
APU14660.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	214	UA74_13010	bacteria>actinobacteria	Actinoalloteichus sp. ADI127-7	putative DUF1707 family protein [Actinoalloteichus sp. ADI127-7]	1130030339	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AKK07843.1	<-DUF1707-SHOCT-bihelical+Toast-rack*<-RADICAL-SAM<-ATPcone	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	213	CTEST_01940	bacteria>actinobacteria	Corynebacterium testudinoris	putative DUF1707 family protein/predicted membrane protein (DUF2154) [Corynebacterium testudinoris]	827632986	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AOS63250.1	DUF1707-SHOCT-bihelical+Toast-rack*->DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	213	TL08_12180	bacteria>actinobacteria	Actinoalloteichus hymeniacidonis	putative DUF1707 family protein [Actinoalloteichus hymeniacidonis]	1070870459	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
AEK39393.1	<-Cluster8_2clades<-?<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	212	RAM_04505	bacteria>actinobacteria	Amycolatopsis mediterranei S699	hypothetical protein RAM_04505 [Amycolatopsis mediterranei S699]	340524188	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
ANY22656.1	DUF1707-SHOCT-bihelical+Toast-rack*->	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	212	BCM27_07430	bacteria>actinobacteria	Gordonia terrae	hypothetical protein BCM27_07430 [Gordonia terrae]	1049202459	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
BAD60342.1	<-DUF1707-SHOCT-bihelical+Toast-rack*	DUF1707	DUF1707-SHOCT-bihelical+Toast-rack	-	212	NFA_54900	bacteria>actinobacteria	Nocardia farcinica IFM 10152	hypothetical protein NFA_54900 [Nocardia farcinica IFM 10152]	54018972	 DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT
