AccNum	GenContext	SIG.TM.PFAM	SIG.TM.LADB	PFAM	Length	GenName	Lineage	Species	Annotation	GI	Lineage.final	Lineage.final.old	Domain	DomArch.norep	GenContext.norep	DA.doms	GC.DA
APX64861.1	CarD_CdnL_TRCF->SIG+Toast-rack*->SIG+Toast-rack*->	SIG+DUF2807	SIG+Toast-rack	SIG	249	AV944_02255	bacteria>proteobacteria>alphaproteobacteria	Sphingomonas sp LK11	hypothetical protein AV944_02255 [Sphingomonas sp. LK11]	1134949687	bacteria>proteobacteria>alphaproteobacteria	bacteria>proteobacteria>alphaproteobacteria	bacteria	SIG+Toast-rack	CarD_CdnL_TRCF->SIG+Toast-rack*->SIG+Toast-rack*->	SIG Toast-rack	CarD_CdnL_TRCF SIG+Toast-rack* SIG+Toast-rack*
EAR15189.1	<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH	SIG+DUF2807	SIG+Toast-rack	SIG	239	RB2501_12702	bacteria>bacteroidetes	Robiginitalea biformata HTCC2501	hypothetical protein RB2501_12702 [Robiginitalea biformata HTCC2501]	88784018	bacteria>fcb group	bacteria>fcb group>bacteroidetes	bacteria	SIG+Toast-rack	<-SIG+Toast-rack*<-SIG+Toast-rack*<-SIG+Toast-rack*<-?<-SIGMA-HTH	SIG Toast-rack	SIG+Toast-rack* SIG+Toast-rack* SIG+Toast-rack* ? SIGMA-HTH
AHW59703.1	<-SIG+Toast-rack*<-SIG+Toast-rack*	SIG+DUF2807	SIG+Toast-rack	SIG	237	FH5T_09135	bacteria>bacteroidetes	Draconibacterium orientale	hypothetical protein FH5T_09135 [Draconibacterium orientale]	610422499	bacteria>fcb group	bacteria>fcb group>bacteroidetes	bacteria	SIG+Toast-rack	<-SIG+Toast-rack*<-SIG+Toast-rack*	SIG Toast-rack	SIG+Toast-rack* SIG+Toast-rack*
ALM39656.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	327	SFR_3041	bacteria>actinobacteria	Streptomyces sp FR008	DUF4098 domain containing protein [Streptomyces sp. FR-008]	947254674	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AOR31535.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*	DUF4097	Toast-rack	-	297	BFF78_11200	bacteria>actinobacteria	Streptomyces puniciscabiei	hypothetical protein BFF78_11200 [Streptomyces puniciscabiei]	1069154624	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack*
ACU69238.1	Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->?->PurS->GATase_5->AIRS+AIRS_C+AIRS+AIRS_C->	SIG+DUF4097	Toast-rack	SIG	296	Caci_0285	bacteria>actinobacteria	Catenulispora acidiphila DSM 44928	conserved hypothetical protein [Catenulispora acidiphila DSM 44928]	256355741	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	Toast-rack*->ABC-ATPase->SIG+TM(s)->?->PurS->GATase_5->AIRS+AIRS_C+AIRS+AIRS_C->	Toast-rack	Toast-rack* ABC-ATPase SIG+TM(s) ? PurS GATase_5 AIRS+AIRS_C+AIRS+AIRS_C
ALU94619.1	<-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	296	WQO_15470	bacteria>actinobacteria	Streptomyces globisporus C1027	hypothetical protein WQO_15470 [Streptomyces globisporus C-1027]	971157015	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-Toast-rack*<-TraJ-RHH	Toast-rack	Toast-rack* TraJ-RHH
BAH48568.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-SIGMA-HTH<-SIG+Beta-lactamase	DUF4097	Toast-rack	-	292	ROP_03210	bacteria>actinobacteria	Rhodococcus opacus B4	hypothetical protein ROP_03210 [Rhodococcus opacus B4]	226238220	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-SIGMA-HTH<-SIG+Beta-lactamase	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH SIGMA-HTH SIG+Beta-lactamase
ABM07135.1	TraJ-RHH->Toast-rack*-><-?<-ABC-ATPase<-?||?->?->ENOYCOADEHYD->	DUF4097+DUF4097	Toast-rack	-	291	AAur_3269	bacteria>actinobacteria	Paenarthrobacter aurescens TC1	conserved hypothetical protein [Paenarthrobacter aurescens TC1]	119948224	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*-><-?<-ABC-ATPase<-?||?->?->ENOYCOADEHYD->	Toast-rack	TraJ-RHH Toast-rack* ? ABC-ATPase ? ? ? ENOYCOADEHYD
AGT95217.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	291	O5Y_27000	bacteria>actinobacteria	Rhodococcus erythropolis CCM2595	hypothetical protein O5Y_27000 [Rhodococcus erythropolis CCM2595]	532225184	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AKD99958.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	291	XU06_27260	bacteria>actinobacteria	Rhodococcus erythropolis	hypothetical protein XU06_27260 [Rhodococcus erythropolis]	808771894	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
ALU68587.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	291	H351_05200	bacteria>actinobacteria	Rhodococcus erythropolis R138	hypothetical protein H351_05200 [Rhodococcus erythropolis R138]	970863178	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH
ANQ70901.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	291	AOT96_08510	bacteria>actinobacteria	Rhodococcus sp 008	hypothetical protein AOT96_08510 [Rhodococcus sp. 008]	1042831037	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
ACZ32131.1	<-GATase_5<-PurS||?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM-><-?<-?<-SIG+HTH_11+WYL||ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	SIG	290	Xcel_3130	bacteria>actinobacteria	Xylanimonas cellulosilytica DSM 15894	hypothetical protein Xcel_3130 [Xylanimonas cellulosilytica DSM 15894]	269306581	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-GATase_5<-PurS||?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-?<-SIG+HTH_11+WYL||ABC-ATPase->SIG+TM(s)->	Toast-rack	GATase_5 PurS ? TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) ? ? SIG+HTH_11+WYL ABC-ATPase SIG+TM(s)
AGI88828.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	289	XNR_2456	bacteria>actinobacteria	Streptomyces albus J1074	Hypothetical protein XNR_2456 [Streptomyces albus J1074]	477544875	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AMM09211.1	TraJ-RHH->Toast-rack*->	DUF4097	Toast-rack	-	289	Salbus254_2705	bacteria>actinobacteria	Streptomyces albus	hypothetical protein Salbus254_2705 [Streptomyces albus]	1001841969	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->	Toast-rack	TraJ-RHH Toast-rack*
AGZ42682.1	<-PIG-L<-?||TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	288	AFR_22060	bacteria>actinobacteria	Actinoplanes friuliensis DSM 7358	hypothetical protein AFR_22060 [Actinoplanes friuliensis DSM 7358]	556035435	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-PIG-L<-?||TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	PIG-L ? TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AFR30288.1	TraJ-RHH->Toast-rack*-><-?<-ABC-ATPase<-?||?->?->ENOYCOADEHYD->	DUF4097+DUF4097	Toast-rack	-	287	ARUE_c34070	bacteria>actinobacteria	Arthrobacter sp Rue61a	hypothetical protein ARUE_c34070 [Arthrobacter sp. Rue61a]	403230866	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*-><-?<-ABC-ATPase<-?||?->?->ENOYCOADEHYD->	Toast-rack	TraJ-RHH Toast-rack* ? ABC-ATPase ? ? ? ENOYCOADEHYD
ALV43990.1	ABC-ATPase->?-><-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	287	AU252_14950	bacteria>actinobacteria	Pseudarthrobacter sulfonivorans	hypothetical protein AU252_14950 [Pseudarthrobacter sulfonivorans]	971343806	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	ABC-ATPase->?-><-Toast-rack*<-TraJ-RHH	Toast-rack	ABC-ATPase ? Toast-rack* TraJ-RHH
AEM87193.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	285	Strvi_7864	bacteria>actinobacteria	Streptomyces violaceusniger Tu 4113	hypothetical protein Strvi_7864 [Streptomyces violaceusniger Tu 4113]	344041468	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AEA27101.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->?-><-?<-?<-?<-Methyltransf_25	DUF4097	Toast-rack	-	284	Psed_4963	bacteria>actinobacteria	Pseudonocardia dioxanivorans CB1190	hypothetical protein Psed_4963 [Pseudonocardia dioxanivorans CB1190]	326953404	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->?-><-?<-?<-?<-Methyltransf_25	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) ? ? ? ? Methyltransf_25
ANY09813.1	<-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	284	AFB00_05170	bacteria>actinobacteria	Pseudonocardia sp HH13063007	hypothetical protein AFB00_05170 [Pseudonocardia sp. HH130630-07]	1049189974	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-Toast-rack*<-TraJ-RHH	Toast-rack	Toast-rack* TraJ-RHH
CBG75622.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	284	SCAB_86811	bacteria>actinobacteria	Streptomyces scabiei 8722	conserved hypothetical protein [Streptomyces scabiei 87.22]	260652489	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH
CCH33702.1	TraJ-RHH->Toast-rack*->p450->	DUF4097	Toast-rack	-	284	BN6_64590	bacteria>actinobacteria	Saccharothrix espanaensis DSM 44229	hypothetical protein BN6_64590 [Saccharothrix espanaensis DSM 44229]	407886059	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->p450->	Toast-rack	TraJ-RHH Toast-rack* p450
AGL17775.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->DUF1707-SHOCT-bihelical+Toast-rack*->?->SIG+Methyltransf_11->	DUF4097	Toast-rack	-	283	L083_4265	bacteria>actinobacteria	Actinoplanes sp N902109	hypothetical protein L083_4265 [Actinoplanes sp. N902-109]	492006455	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->DUF1707-SHOCT-bihelical+Toast-rack*->?->SIG+Methyltransf_11->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) DUF1707-SHOCT-bihelical+Toast-rack* ? SIG+Methyltransf_11
ADB49616.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->Response_reg+Pyr_redox_2->?-><-?<-MODE-HTH+PBPII	DUF4097	Toast-rack	-	282	Cwoe_1187	bacteria>actinobacteria	Conexibacter woesei DSM 14684	hypothetical protein Cwoe_1187 [Conexibacter woesei DSM 14684]	283946872	bacteria>actinobacteria	bacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->Response_reg+Pyr_redox_2->?-><-?<-MODE-HTH+PBPII	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) Response_reg+Pyr_redox_2 ? ? MODE-HTH+PBPII
ADP84959.1	<-Glyoxalase||?->TraJ-RHH->Toast-rack*->	DUF4097	Toast-rack	-	282	FraEuI1c_6992	bacteria>actinobacteria	Frankia inefficax	hypothetical protein FraEuI1c_6992 [Frankia inefficax]	311232104	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-Glyoxalase||?->TraJ-RHH->Toast-rack*->	Toast-rack	Glyoxalase ? TraJ-RHH Toast-rack*
ADW07535.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	DUF4097	Toast-rack	-	282	Sfla_6153	bacteria>actinobacteria	Streptomyces pratensis ATCC 33331	hypothetical protein Sfla_6153 [Streptomyces pratensis ATCC 33331]	320012685	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH
CAM02537.1	TraJ-RHH->Toast-rack*->ABC-ATPase->	DUF4097	Toast-rack	-	282	SACE_3262	bacteria>actinobacteria	Saccharopolyspora erythraea NRRL 2338	hypothetical protein SACE_3262 [Saccharopolyspora erythraea NRRL 2338]	133912424	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase
ABG94406.1	GNTR-HTH-><-SIG+Beta-lactamase||adh_short->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->p450->	DUF4097	Toast-rack	-	281	RHA1_ro02601	bacteria>actinobacteria	Rhodococcus jostii RHA1	conserved hypothetical protein [Rhodococcus jostii RHA1]	110819122	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	GNTR-HTH-><-SIG+Beta-lactamase||adh_short->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->p450->	Toast-rack	GNTR-HTH SIG+Beta-lactamase adh_short TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) p450
ACU36030.1	Aldedh->adh_short->GNTR-HTH->?->?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	281	Amir_2084	bacteria>actinobacteria	Actinosynnema mirum DSM 43827	hypothetical protein Amir_2084 [Actinosynnema mirum DSM 43827]	255920519	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	Aldedh->adh_short->GNTR-HTH->?->?->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	Aldedh adh_short GNTR-HTH ? ? TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
ACZ90267.1	TraJ-RHH->Toast-rack*->?->?-><-Acetyltransf_3||?-><-?<-SIG+TM+TM+TM+TM+TM+TM<-UPF0060	DUF4097	Toast-rack	-	281	Sros_7593	bacteria>actinobacteria	Streptosporangium roseum DSM 43021	hypothetical protein Sros_7593 [Streptosporangium roseum DSM 43021]	270511989	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->?->?-><-Acetyltransf_3||?-><-?<-SIG+TM(s)<-UPF0060	Toast-rack	TraJ-RHH Toast-rack* ? ? Acetyltransf_3 ? ? SIG+TM(s) UPF0060
ADG77594.1	PadR->?-><-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-Fer2_3+Fer4_8	DUF4097	Toast-rack	-	281	Tpau_0961	bacteria>actinobacteria	Tsukamurella paurometabola DSM 20162	conserved hypothetical protein [Tsukamurella paurometabola DSM 20162]	296026824	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	PadR->?-><-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-Fer2_3+Fer4_8	Toast-rack	PadR ? SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH ? Fer2_3+Fer4_8
ADI08154.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM-><-?<-?||?-><-?<-Abhydrolase_1	DUF4097	Toast-rack	-	281	SBI_05034	bacteria>actinobacteria	Streptomyces bingchenggensis BCW1	hypothetical protein SBI_05034 [Streptomyces bingchenggensis BCW-1]	297158442	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-?<-?||?-><-?<-Abhydrolase_1	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) ? ? ? ? Abhydrolase_1
AEE45579.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM-><-YbjQ_1<-?<-?<-?<-ABC-ATPase	DUF4097	Toast-rack	-	281	Celf_1444	bacteria>actinobacteria	Cellulomonas fimi ATCC 484	hypothetical protein Celf_1444 [Cellulomonas fimi ATCC 484]	332338996	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)-><-YbjQ_1<-?<-?<-?<-ABC-ATPase	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s) YbjQ_1 ? ? ? ABC-ATPase
AEV85446.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	281	ACPL_4555	bacteria>actinobacteria	Actinoplanes sp SE50110	hypothetical protein ACPL_4555 [Actinoplanes sp. SE50/110]	359837005	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AGM05630.1	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	DUF4097	Toast-rack	-	281	AORI_3045	bacteria>actinobacteria	Amycolatopsis orientalis HCCB10007	hypothetical protein AORI_3045 [Amycolatopsis orientalis HCCB10007]	505815707	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM(s)->	Toast-rack	TraJ-RHH Toast-rack* ABC-ATPase SIG+TM(s)
AHH96561.1	<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-?||?->?->ENOYCOADEHYD->	DUF4097	Toast-rack	-	281	KALB_3194	bacteria>actinobacteria	Kutzneria albida DSM 43870	hypothetical protein KALB_3194 [Kutzneria albida DSM 43870]	578008303	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	<-SIG+TM(s)<-ABC-ATPase<-Toast-rack*<-TraJ-RHH<-?<-?||?->?->ENOYCOADEHYD->	Toast-rack	SIG+TM(s) ABC-ATPase Toast-rack* TraJ-RHH ? ? ? ? ENOYCOADEHYD
AHI02132.1	TraJ-RHH->Toast-rack*->p450->	DUF4097	Toast-rack	-	281	KALB_8775	bacteria>actinobacteria	Kutzneria albida DSM 43870	hypothetical protein KALB_8775 [Kutzneria albida DSM 43870]	578013873	bacteria>actinobacteria	bacteria>actinobacteria>actinobacteria	bacteria	Toast-rack	TraJ-RHH->Toast-rack*->p450->	Toast-rack	TraJ-RHH Toast-rack* p450
