AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName.orig	ClustID	Query	TaxID	Species.q	GCA_ID
XP_006353230.1	<-PspA*	SIG+PspA_IM30	SIG+PspA	SIG	330	LOC102595670	eukaryota>viridiplantae	Solanum tuberosum	PREDICTED: membrane-associated protein VIPP1, chloroplastic [Solanum tuberosum]	565373334	PspA	000001.1454	pspa	4113	potato	GCF_000226075.1
NP_001242581.1	PspA*->	SIG+PspA_IM30	SIG+PspA	SIG	323	LOC100781742	eukaryota>viridiplantae	Glycine max	uncharacterized protein LOC100781742 [Glycine max]	363807044	PspA	000001.1454	pspa	3847	soybean	GCF_000004515.5
XP_006602846.1	-	SIG+PspA_IM30	SIG+PspA	SIG	323	LOC100794403	eukaryota>viridiplantae	Glycine max	PREDICTED: membrane-associated protein VIPP1, chloroplastic-like isoform X1 [Glycine max]	571548743	PspA	000001.1454	pspa	3847	soybean	GCF_000004515.5
XP_003552456.1	PspA*->	SIG+PspA_IM30	SIG+PspA	SIG	322	LOC100794403	eukaryota>viridiplantae	Glycine max	PREDICTED: membrane-associated protein VIPP1, chloroplastic-like isoform X2 [Glycine max]	356568515	PspA	000001.1454	pspa	3847	soybean	GCF_000004515.5
NP_001322349.1	PspA*->	PspA_IM30	PspA	-	259	plastid,transcriptionally,active,4,T8F5.2,T8F5_2,VESICLE-INDUCING,PROTEIN,IN,PLASTIDS,1,VIPP1	eukaryota>viridiplantae	Arabidopsis thaliana	plastid transcriptionally active 4 [Arabidopsis thaliana]	1063696719	PspA	000001.1454	pspa	3702	thale cress	GCF_000001735.4
XP_014619005.1	<-PspA*<-PspA	PspA_IM30	PspA	-	249	LOC100818209	eukaryota>viridiplantae	Glycine max	PREDICTED: uncharacterized protein LOC100818209 isoform X1 [Glycine max]	955348056	PspA	000001.1454	pspa	3847	soybean	GCF_000004515.5
XP_014619806.1	<-PspA*<-PspA	PspA_IM30	PspA	-	249	LOC100781742	eukaryota>viridiplantae	Glycine max	PREDICTED: uncharacterized protein LOC100781742 isoform X1 [Glycine max]	955351996	PspA	000001.1454	pspa	3847	soybean	GCF_000004515.5
AGP40782.1	<-PspA*	PspA_IM30	PspA	-	243	SCE1572_43620	bacteria>proteobacteria>deltaproteobacteria	Sorangium cellulosum So0157-2	hypothetical protein SCE1572_43620 [Sorangium cellulosum So0157-2]	521007779	PspA	000001.1454	pspa	NA	NA	GCA_000418325.1
XP_016471554.1	PspA*->	PspA_IM30	PspA	SIG	225	LOC107793675	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: probable membrane-associated 30 kDa protein, chloroplastic [Nicotiana tabacum]	1025175138	PspA	000001.1454	pspa	4097	common tobacco	GCF_000715135.1
AGX02621.1	PspA*->?->SIG+TM+HISKIN->REC+LuxR-HTH->	PspA_IM30	PspA	-	215	N288_03290	bacteria>firmicutes	Bacillus infantis NRRL B-14911	modulator protein [Bacillus infantis NRRL B-14911]	548703261	PspA	000001.1454	pspa	NA	NA	GCA_000473245.1
XP_005258803.1	<-Snf7*	Snf7	Snf7	-	265	BC-2,BC2,CHMP2,VPS2,VPS2A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: charged multivesicular body protein 2a isoform X1 [Homo sapiens]	530416193	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
XP_005258804.1	-	Snf7	Snf7	-	265	BC-2,BC2,CHMP2,VPS2,VPS2A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: charged multivesicular body protein 2a isoform X1 [Homo sapiens]	530416195	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
NP_651455.1	Snf7*->	Snf7	Snf7	-	256	CG14542,Did4,Dmel\CG14542,DmVPS2,dvps2,Dvps2,NEST:bs02f06,vps2	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 2 [Drosophila melanogaster]	24650245	Snf7	000002.516	pspa	7227	fruit fly	-
NP_001185883.1	Snf7*->	Snf7	Snf7	-	251	RNF103-VPS24	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	RNF103-CHMP3 protein [Homo sapiens]	312147344	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
XP_006540407.1	<-Snf7*	Snf7	Snf7	-	250	1500016L11Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: charged multivesicular body protein 2a isoform X1 [Mus musculus]	568946527	Snf7	000002.516	pspa	10090	house mouse	GCF_000001635.24
XP_011248992.1	-	Snf7	Snf7	-	250	1500016L11Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	PREDICTED: charged multivesicular body protein 2a isoform X1 [Mus musculus]	755520063	Snf7	000002.516	pspa	10090	house mouse	GCF_000001635.24
XP_015296786.1	-	Snf7	Snf7	-	244	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: charged multivesicular body protein 2a isoform X1 [Macaca fascicularis]	982314561	Snf7	000002.516	pspa	9541	crab-eating macaque	GCF_000364345.1
XP_015296787.1	-	Snf7	Snf7	-	244	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: charged multivesicular body protein 2a isoform X1 [Macaca fascicularis]	982314563	Snf7	000002.516	pspa	9541	crab-eating macaque	GCF_000364345.1
XP_015296789.1	-	Snf7	Snf7	-	244	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: charged multivesicular body protein 2a isoform X1 [Macaca fascicularis]	982314565	Snf7	000002.516	pspa	9541	crab-eating macaque	GCF_000364345.1
NP_001155779.1	Snf7*->	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	charged multivesicular body protein 2a [Acyrthosiphon pisum]	240848947	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
Smed1000013124	-	Snf7	Snf7	-	239	Smed1000013124	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000013124	NA	Snf7	000002.516	pspa	NA	NA	-
XP_008181802.1	Snf7*->	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661228	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_008181803.1	-	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661230	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_008181804.1	-	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661232	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_008181805.1	-	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661234	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_008181806.1	-	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661236	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_008181808.1	-	Snf7	Snf7	-	238	Chmp2a	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 2a isoform X1 [Acyrthosiphon pisum]	641661240	Snf7	000002.516	pspa	7029	pea aphid	GCF_005508785.1
XP_001865636.1	Snf7*->	Snf7	Snf7	-	235	CpipJ_CPIJ015424	eukaryota>metazoa>hexapoda	Culex quinquefasciatus	charged multivesicular body protein 2a [Culex quinquefasciatus]	170060061	Snf7	000002.516	pspa	7176	southern house mosquito	GCF_000209185.1
Crev1000005838	-	Snf7	Snf7	LPD14	233	Crev1000005838	eukaryota>fungi>kickxellomycotina	Coemansia reversa	>Crev1000005838	NA	Snf7	000002.516	pspa	NA	NA	-
Pram1000010618	-	Snf7	Snf7	-	233	Pram1000010618	eukaryota>stramenopiles	Phytophthora ramorum	>Pram1000010618	NA	Snf7	000002.516	pspa	NA	NA	-
Smed1000006740	-	Snf7	Snf7	-	232	Smed1000006740	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000006740	NA	Snf7	000002.516	pspa	NA	NA	-
NP_197686.1	Snf7*->	Snf7	Snf7	LPD14	229	MRN17.18,MRN17_18,VPS24	eukaryota>viridiplantae	Arabidopsis thaliana	SNF7 family protein [Arabidopsis thaliana]	15237175	Snf7	000002.516	pspa	3702	thale cress	GCF_000001735.4
XP_011531878.1	Snf7->Snf7->Snf7*->	Snf7	Snf7	-	229	ALS17,CHMP2.5,DMT1,VPS2-2,VPS2B	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	PREDICTED: charged multivesicular body protein 2b isoform X1 [Homo sapiens]	767922905	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
EFX73396.1	<-Snf7*	Snf7	Snf7	-	228	DAPPUDRAFT_215551	eukaryota>metazoa>crustacea	Daphnia pulex	hypothetical protein DAPPUDRAFT_215551 [Daphnia pulex]	321462372	Snf7	000002.516	pspa	6669	common water flea	GCA_000187875.1
NP_001241270.1	Snf7*->	Snf7	Snf7	LPD14	228	LOC100780989	eukaryota>viridiplantae	Glycine max	uncharacterized protein LOC100780989 [Glycine max]	359806596	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_004922821.1	<-Snf7*	Snf7	Snf7	-	228	LOC101746321	eukaryota>metazoa>hexapoda	Bombyx mori	charged multivesicular body protein 2a [Bombyx mori]	512891995	Snf7	000002.516	pspa	7091	domestic silkworm	GCF_000151625.1
NP_001239962.1	Snf7*->	Snf7	Snf7	LPD14	227	LOC100797244	eukaryota>viridiplantae	Glycine max	uncharacterized protein LOC100797244 [Glycine max]	358248916	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_003527138.1	Snf7*->Snf7*->	Snf7	Snf7	LPD14	227	LOC100781929	eukaryota>viridiplantae	Glycine max	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1 isoform X1 [Glycine max]	356516916	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_006570258.1	Snf7*->	Snf7	Snf7	-	227	LOC552786	eukaryota>metazoa>hexapoda	Apis mellifera	PREDICTED: charged multivesicular body protein 2a [Apis mellifera]	571531748	Snf7	000002.516	pspa	7460	honey bee	GCF_003254395.2
XP_014619643.1	Snf7*->	Snf7	Snf7	LPD14	227	LOC100817500	eukaryota>viridiplantae	Glycine max	PREDICTED: LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 24 homolog 1 [Glycine max]	955351145	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_625164.1	-	Snf7	Snf7	-	227	LOC552786	eukaryota>metazoa>hexapoda	Apis mellifera	PREDICTED: charged multivesicular body protein 2a [Apis mellifera]	66509926	Snf7	000002.516	pspa	7460	honey bee	GCF_003254395.2
XP_975186.1	<-Snf7*	Snf7	Snf7	-	227	LOC664076	eukaryota>metazoa>hexapoda	Tribolium castaneum	PREDICTED: charged multivesicular body protein 2a [Tribolium castaneum]	91081569	Snf7	000002.516	pspa	7070	red flour beetle	GCF_000002335.3
XP_016451230.1	Snf7*->Snf7*->	Snf7	Snf7	LPD14	226	LOC107775934	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like isoform X1 [Nicotiana tabacum]	1025067682	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
XP_016451231.1	-	Snf7	Snf7	LPD14	226	LOC107775934	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like isoform X1 [Nicotiana tabacum]	1025067686	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
NP_565336.1	Snf7*->	SIG+Snf7	Snf7	SIG	225	T12H3.8,T12H3_8,VPS2	eukaryota>viridiplantae	Arabidopsis thaliana	SNF7 family protein [Arabidopsis thaliana]	18396352	Snf7	000002.516	pspa	3702	thale cress	GCF_000001735.4
Bcir1000001833	-	Snf7	Snf7	-	225	Bcir1000001833	eukaryota>fungi>mucoromycotina	Backusella circina	>Bcir1000001833	NA	Snf7	000002.516	pspa	NA	NA	-
NP_080059.2	Snf7*->Snf7*->Snf7->	Snf7	Snf7	-	224	25.1,4921505F14Rik,9130011K15Rik,CGI-49,D6Ertd286e,NEDF,Vps24	eukaryota>metazoa>chordata>vertebrata	Mus musculus	charged multivesicular body protein 3 [Mus musculus]	31541959	Snf7	000002.516	pspa	10090	house mouse	GCF_000001635.24
XP_005711783.1	<-Snf7*	Snf7	Snf7	-	224	CHC_T00001358001	eukaryota>rhodophyta	Chondrus crispus	unnamed protein product [Chondrus crispus]	546302708	Snf7	000002.516	pspa	2769	carragheen	GCF_000350225.1
Chet1000000855	-	Snf7	Snf7	-	224	Chet1000000855	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	>Chet1000000855	NA	Snf7	000002.516	pspa	NA	NA	-
NP_001303457.1	Snf7*->	Snf7	Snf7	-	223	CG9779,Dmel\CG9779,DmVPS24,dvps24,ESCRT,vps24	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 24, isoform B [Drosophila melanogaster]	939620360	Snf7	000002.516	pspa	7227	fruit fly	-
NP_649451.1	<-Snf7*	Snf7	Snf7	-	223	CG9779,Dmel\CG9779,DmVPS24,dvps24,ESCRT,vps24	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 24, isoform A [Drosophila melanogaster]	21356025	Snf7	000002.516	pspa	7227	fruit fly	-
Smar1000011654	-	Snf7	Snf7	-	224	Smar1000011654	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000011654	NA	Snf7	000002.516	pspa	NA	NA	-
XP_003546475.1	Snf7*->	Snf7	Snf7	-	223	LOC100791887	eukaryota>viridiplantae	Glycine max	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1-like [Glycine max]	356556322	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_003551143.1	<-Snf7*	Snf7	Snf7	LPD14	223	LOC100819241	eukaryota>viridiplantae	Glycine max	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1-like [Glycine max]	356565837	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_006353552.1	Snf7*->	Snf7	Snf7	-	223	LOC102595344	eukaryota>viridiplantae	Solanum tuberosum	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1 [Solanum tuberosum]	565373999	Snf7	000002.516	pspa	4113	potato	GCF_000226075.1
XP_006582059.1	-	Snf7	Snf7	LPD14	223	LOC100781929	eukaryota>viridiplantae	Glycine max	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1 isoform X2 [Glycine max]	571461623	Snf7	000002.516	pspa	3847	soybean	GCF_000004515.5
XP_009065077.1	Snf7*->	Snf7	Snf7	-	223	LOTGIDRAFT_203241	eukaryota>metazoa>mollusca	Lottia gigantea	hypothetical protein LOTGIDRAFT_203241 [Lottia gigantea]	676489853	Snf7	000002.516	pspa	225164	owl limpet	GCF_000327385.1
XP_016438506.1	Snf7*->	Snf7	Snf7	-	223	LOC107764456	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1 [Nicotiana tabacum]	1025406863	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
XP_016515260.1	<-Snf7*	Snf7	Snf7	-	223	LOC107831976	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1-like [Nicotiana tabacum]	1025373196	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
Lhya1000005072	-	Snf7	Snf7	-	223	Lhya1000005072	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000005072	NA	Snf7	000002.516	pspa	NA	NA	-
Lhya1000010591	-	Snf7	Snf7	-	223	Lhya1000010591	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000010591	NA	Snf7	000002.516	pspa	NA	NA	-
NP_055268.1	<-Snf7*	Snf7	Snf7	-	222	BC-2,BC2,CHMP2,VPS2,VPS2A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	charged multivesicular body protein 2a [Homo sapiens]	7656922	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
NP_057163.1	Snf7*->	Snf7	Snf7	-	222	CGI-149,NEDF,VPS24	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	charged multivesicular body protein 3 isoform 1 [Homo sapiens]	7706353	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
NP_081161.1	Snf7*->	Snf7	Snf7	-	222	1500016L11Rik	eukaryota>metazoa>chordata>vertebrata	Mus musculus	charged multivesicular body protein 2a [Mus musculus]	21312151	Snf7	000002.516	pspa	10090	house mouse	GCF_000001635.24
NP_199269.1	Snf7*->	Snf7	Snf7	-	222	MFC16.25,MFC16_25,VPS2	eukaryota>viridiplantae	Arabidopsis thaliana	SNF7 family protein [Arabidopsis thaliana]	15241525	Snf7	000002.516	pspa	3702	thale cress	GCF_000001735.4
NP_940818.1	-	Snf7	Snf7	-	222	BC-2,BC2,CHMP2,VPS2,VPS2A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	charged multivesicular body protein 2a [Homo sapiens]	38372933	Snf7	000002.516	pspa	9606	human	GCF_000001405.39
Smar1000014167	-	Snf7	Snf7	LPD34	223	Smar1000014167	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000014167	NA	Snf7	000002.516	pspa	NA	NA	-
XP_001635644.1	Snf7*->	Snf7	Snf7	-	222	NEMVEDRAFT_v1g236739	eukaryota>metazoa>cnidaria	Nematostella vectensis	predicted protein [Nematostella vectensis]	156391175	Snf7	000002.516	pspa	45351	starlet sea anemone	GCF_000209225.1
XP_003268826.1	<-Snf7<-Snf7*<-Snf7*	Snf7	Snf7	-	222	CHMP3	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: charged multivesicular body protein 3 isoform X1 [Nomascus leucogenys]	332239264	Snf7	000002.516	pspa	61853	northern white-cheeked gibbon	GCF_000146795.2
XP_005590681.1	<-Snf7*<-Snf7*	Snf7	Snf7	-	222	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: charged multivesicular body protein 2a isoform X2 [Macaca fascicularis]	544514266	Snf7	000002.516	pspa	9541	crab-eating macaque	GCF_000364345.1
XP_005590682.1	-	Snf7	Snf7	-	222	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	PREDICTED: charged multivesicular body protein 2a isoform X2 [Macaca fascicularis]	544514268	Snf7	000002.516	pspa	9541	crab-eating macaque	GCF_000364345.1
XP_006347202.1	<-Snf7*	Snf7	Snf7	LPD14	222	LOC102591547	eukaryota>viridiplantae	Solanum tuberosum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like [Solanum tuberosum]	565360901	Snf7	000002.516	pspa	4113	potato	GCF_000226075.1
XP_006353033.1	<-Snf7*	Snf7	Snf7	-	222	LOC102579000	eukaryota>viridiplantae	Solanum tuberosum	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 2 [Solanum tuberosum]	565372920	Snf7	000002.516	pspa	4113	potato	GCF_000226075.1
XP_009857707.1	<-Snf7*	Snf7	Snf7	-	222	LOC100178975	eukaryota>metazoa>chordata	Ciona intestinalis	PREDICTED: charged multivesicular body protein 2a-like [Ciona intestinalis]	699239462	Snf7	000002.516	pspa	7719	vase tunicate	GCF_000224145.3
XP_012355529.1	Snf7*->Snf7*->	Snf7	Snf7	-	222	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: charged multivesicular body protein 2a isoform X1 [Nomascus leucogenys]	821001321	Snf7	000002.516	pspa	61853	northern white-cheeked gibbon	GCF_000146795.2
XP_012355530.1	-	Snf7	Snf7	-	222	CHMP2A	eukaryota>metazoa>chordata>vertebrata	Nomascus leucogenys	PREDICTED: charged multivesicular body protein 2a isoform X1 [Nomascus leucogenys]	821001323	Snf7	000002.516	pspa	61853	northern white-cheeked gibbon	GCF_000146795.2
XP_015164195.1	-	Snf7	Snf7	LPD14	222	LOC102591547	eukaryota>viridiplantae	Solanum tuberosum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like [Solanum tuberosum]	971550311	Snf7	000002.516	pspa	4113	potato	GCF_000226075.1
XP_016451232.1	-	Snf7	Snf7	LPD14	222	LOC107775934	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like isoform X2 [Nicotiana tabacum]	1025067690	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
XP_016498520.1	<-Snf7*	Snf7	Snf7	-	222	LOC107817238	eukaryota>viridiplantae	Nicotiana tabacum	PREDICTED: vacuolar protein sorting-associated protein 24 homolog 1-like [Nicotiana tabacum]	1025295212	Snf7	000002.516	pspa	4097	common tobacco	GCF_000715135.1
XP_780405.1	<-Snf7*	Snf7	Snf7	-	222	LOC574910	eukaryota>metazoa>echinodermata	Strongylocentrotus purpuratus	PREDICTED: charged multivesicular body protein 2a [Strongylocentrotus purpuratus]	72079515	Snf7	000002.516	pspa	7668	purple sea urchin	GCF_000002235.4
Caps1000008300	-	Snf7	Snf7	-	222	Caps1000008300	eukaryota>metazoa>annelida	Capitella spI	>Caps1000008300	NA	Snf7	000002.516	pspa	NA	NA	-
NP_998485.1	Snf7*->	Snf7	Snf7	-	221	vps24,wu:fb47g01,zgc:76972	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	charged multivesicular body protein 3 [Danio rerio]	47086963	Snf7	000002.516	pspa	7955	zebrafish	GCF_000002035.6
