AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName.orig	ClustID	Query	TaxID	Species.q	GCA_ID
AFH85432.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	255	H9401_4046	bacteria>firmicutes	Bacillus anthracis str. H9401	Membrane protein [Bacillus anthracis str. H9401]	384387771	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	768494	Bacillus anthracis str. H9401	GCA_000258885.1
AHA07280.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	255	Btoyo_1273	bacteria>firmicutes	Bacillus toyonensis BCT-7112	hypothetical protein Btoyo_1273 [Bacillus toyonensis BCT-7112]	557473458	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1415784	Bacillus toyonensis BCT-7112	GCA_000496285.1
ANS49899.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	255	BT246_45600	bacteria>firmicutes	Bacillus thuringiensis	NADH dehydrogenase subunit n [Bacillus thuringiensis]	1043719908	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1428	Bacillus thuringiensis	GCA_001685565.1
AAP10947.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	254	BC_4028	bacteria>firmicutes	Bacillus cereus ATCC 14579	hypothetical Membrane Spanning Protein [Bacillus cereus ATCC 14579]	29897672	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	226900	Bacillus cereus ATCC 14579	GCA_000007825.1
AAP27968.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	254	BA_4247	bacteria>firmicutes	Bacillus anthracis str. Ames	conserved domain protein [Bacillus anthracis str. Ames]	30258750	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	198094	Bacillus anthracis str. Ames	GCA_000007845.1
AAS42984.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	254	BCE_4082	bacteria>firmicutes	Bacillus cereus ATCC 10987	conserved domain protein [Bacillus cereus ATCC 10987]	42739057	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	222523	Bacillus cereus ATCC 10987	GCA_000008005.1
ACP13328.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	254	BAMEG_4286	bacteria>firmicutes	Bacillus anthracis str. CDC 684	conserved domain protein [Bacillus anthracis str. CDC 684]	227003585	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	568206	Bacillus anthracis str. CDC 684	GCA_000021445.1
AFH85433.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	254	H9401_4047	bacteria>firmicutes	Bacillus anthracis str. H9401	Hypothetical Protein H9401_4047 [Bacillus anthracis str. H9401]	384387772	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	768494	Bacillus anthracis str. H9401	GCA_000258885.1
AIW83589.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	254	bwei_0924	bacteria>firmicutes	Bacillus weihenstephanensis	hypothetical protein bwei_0924 [Bacillus weihenstephanensis]	719643175	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1405	Bacillus mycoides	GCA_000775975.1
AAP27967.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	BA_4246	bacteria>firmicutes	Bacillus anthracis str. Ames	putative membrane protein [Bacillus anthracis str. Ames]	30258749	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	198094	Bacillus anthracis str. Ames	GCA_000007845.1
ACP16887.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	BAMEG_4285	bacteria>firmicutes	Bacillus anthracis str. CDC 684	putative membrane protein [Bacillus anthracis str. CDC 684]	227007144	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	568206	Bacillus anthracis str. CDC 684	GCA_000021445.1
AIM30331.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	DF16_orf01916	bacteria>firmicutes	Bacillus thuringiensis serovar kurstaki str. YBT-1520	NADH dehydrogenase subunit N [Bacillus thuringiensis serovar kurstaki str. YBT-1520]	676319492	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	570416	Bacillus thuringiensis serovar kurstaki str. YBT-1520	GCA_000747545.1
AJH42563.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	BF90_1997	bacteria>firmicutes	Bacillus anthracis	putative membrane protein [Bacillus anthracis]	753437182	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1392	Bacillus anthracis	GCA_000832745.1
AJH56111.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	BF89_3966	bacteria>firmicutes	Bacillus anthracis	putative membrane protein [Bacillus anthracis]	753492189	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1392	Bacillus anthracis	GCA_000832725.1
AJI31591.1	-	DUF1129+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	BF28_1645	bacteria>firmicutes	Bacillus cereus E33L	putative membrane protein [Bacillus cereus E33L]	753735827	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	288681	Bacillus cereus E33L	GCA_000833045.1
BAR82587.1	-	DUF1129+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	253	KNN_01741	bacteria>firmicutes	Bacillus thuringiensis serovar tolworthi	hypothetical protein KNN_01741 [Bacillus thuringiensis serovar tolworthi]	823272739	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1442	Bacillus thuringiensis serovar tolworthi	GCA_001548175.1
AJI09923.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	252	AK40_2621	bacteria>firmicutes	Bacillus cereus 03BB108	hypothetical protein AK40_2621 [Bacillus cereus 03BB108]	753667307	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	451709	Bacillus cereus 03BB108	GCA_000832865.1
AJH21923.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	221	BG05_1995	bacteria>firmicutes	Bacillus mycoides	hypothetical protein BG05_1995 [Bacillus mycoides]	753374637	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1405	Bacillus mycoides	GCA_000832605.1
AJH41793.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	221	BF90_1996	bacteria>firmicutes	Bacillus anthracis	putative membrane protein [Bacillus anthracis]	753436412	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1392	Bacillus anthracis	GCA_000832745.1
AJH59313.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	221	BF89_3967	bacteria>firmicutes	Bacillus anthracis	putative membrane protein [Bacillus anthracis]	753495391	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	1392	Bacillus anthracis	GCA_000832725.1
AJI29482.1	-	TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM	221	BF28_1646	bacteria>firmicutes	Bacillus cereus E33L	putative membrane protein [Bacillus cereus E33L]	753733718	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000003.49	DUF1700-alpha-helical	288681	Bacillus cereus E33L	GCA_000833045.1
AND67630.1	-	DUF1700+Sensor	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	307	ATSB10_01760	bacteria>proteobacteria>gammaproteobacteria	Dyella thiooxydans	hypothetical protein ATSB10_01760 [Dyella thiooxydans]	1026740262	DUF1700-alpha-helical+TM+TM+TM+TM	000005.42	DUF1700-alpha-helical	445710	Dyella thiooxydans	GCA_001641285.1
AGM03629.1	-	TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM	TM+TM+TM	224	AORI_1040	bacteria>actinobacteria	Amycolatopsis orientalis HCCB10007	hypothetical protein AORI_1040 [Amycolatopsis orientalis HCCB10007]	505813706	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	129921	Amycolatopsis keratiniphila	GCA_000400635.2
ANN20461.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	224	SD37_36000	bacteria>actinobacteria	Amycolatopsis orientalis	hypothetical protein SD37_36000 [Amycolatopsis orientalis]	1039686361	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	31958	Amycolatopsis orientalis	GCA_000943515.2
AJK59315.1	-	TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM	TM+TM+TM	223	BB31_41015	bacteria>actinobacteria	Amycolatopsis lurida NRRL 2430	hypothetical protein BB31_41015 [Amycolatopsis lurida NRRL 2430]	755915737	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	1460371	Amycolatopsis lurida NRRL 2430	GCA_000749465.2
ANN22269.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	222	SD37_35990	bacteria>actinobacteria	Amycolatopsis orientalis	hypothetical protein SD37_35990 [Amycolatopsis orientalis]	1039688169	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	31958	Amycolatopsis orientalis	GCA_000943515.2
AIG79686.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	221	AJAP_34395	bacteria>actinobacteria	Amycolatopsis japonica	Hypothetical protein AJAP_34395 [Amycolatopsis japonica]	667685070	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	208439	Amycolatopsis japonica	GCA_000732925.1
AGM03628.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	216	AORI_1039	bacteria>actinobacteria	Amycolatopsis orientalis HCCB10007	hypothetical protein AORI_1039 [Amycolatopsis orientalis HCCB10007]	505813705	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	129921	Amycolatopsis keratiniphila	GCA_000400635.2
AIG79685.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	216	AJAP_34390	bacteria>actinobacteria	Amycolatopsis japonica	Conserved putative membrane protein [Amycolatopsis japonica]	667685069	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	208439	Amycolatopsis japonica	GCA_000732925.1
AJK59314.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	216	BB31_41010	bacteria>actinobacteria	Amycolatopsis lurida NRRL 2430	hypothetical protein BB31_41010 [Amycolatopsis lurida NRRL 2430]	755915736	DUF1700-alpha-helical+TM+TM+TM+TM	000010.19	DUF1700-alpha-helical	1460371	Amycolatopsis lurida NRRL 2430	GCA_000749465.2
CAZ55641.1	-	DUF1700+DUF4097	DUF1700-alpha-helical	-	370	SSUBM407_0809	bacteria>firmicutes	Streptococcus suis BM407	hypothetical protein SSUBM407_0809 [Streptococcus suis BM407]	251817886	DUF1700-alpha-helical	000048.4	DUF1700-alpha-helical	568814	Streptococcus suis BM407	GCA_000026745.1
AIN94405.1	-	DUF1700+DUF4097	DUF1700-alpha-helical+Toast-rack	-	397	JO40_10110	bacteria>spirochaetes	Treponema putidum	hypothetical protein JO40_10110 [Treponema putidum]	685200302	DUF1700-alpha-helical+Toast-rack	000054.3	DUF1700-alpha-helical	221027	Treponema putidum	GCA_000755145.1
AIO18591.1	-	DUF1700+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	367	KQ51_00711	bacteria>tenericutes	Candidatus Izimaplasma sp. HR1	hypothetical protein KQ51_00711 [Candidatus Izimaplasma sp. HR1]	685630079	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	000055.3	DUF1700-alpha-helical	1541959	Candidatus Izimaplasma sp. HR1	GCA_000755705.1
AGK56132.1	-	TM+TM+TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	TM+TM+TM+TM+TM+TM	329	B1NLA3E_21970	bacteria>firmicutes	Bacillus sp. 1NLA3E	hypothetical protein B1NLA3E_21970 [Bacillus sp. 1NLA3E]	484579334	DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM	000056.3	DUF1700-alpha-helical	666686	Bacillus sp. 1NLA3E	GCA_000242895.3
ANU40905.1	-	TM+TM+TM+TM	DUF1700-alpha-helical+TM+TM+TM+TM	TM+TM+TM+TM	216	A4U99_07420	bacteria>firmicutes	Flavonifractor plautii	hypothetical protein A4U99_07420 [Flavonifractor plautii]	1045256037	DUF1700-alpha-helical+TM+TM+TM+TM	000089.2	DUF1700-alpha-helical	292800	Flavonifractor plautii	GCA_001688625.2
ADG73823.1	-	TM+TM	DUF1700-alpha-helical+TM+TM	TM+TM	400	Cfla_0914	bacteria>actinobacteria	Cellulomonas flavigena DSM 20109	conserved hypothetical protein [Cellulomonas flavigena DSM 20109]	296020587	DUF1700-alpha-helical+TM+TM	000103.1	DUF1700-alpha-helical	446466	Cellulomonas flavigena DSM 20109	GCA_000092865.1
AGL14014.1	-	TM	DUF1700-alpha-helical+TM	TM	452	L083_0504	bacteria>actinobacteria	Actinoplanes sp. N902-109	hypothetical protein L083_0504 [Actinoplanes sp. N902-109]	492002694	DUF1700-alpha-helical+TM	000106.1	DUF1700-alpha-helical	649831	Actinoplanes sp. N902-109	GCA_000389965.1
AIS08450.1	-	DUF1700+DUF4097	DUF1700-alpha-helical+Toast-rack	-	361	LACWKB8_0132	bacteria>firmicutes	Lactobacillus sp. wkB8	hypothetical protein LACWKB8_0132 [Lactobacillus sp. wkB8]	692332250	DUF1700-alpha-helical+Toast-rack	000108.1	DUF1700-alpha-helical	1545702	Lactobacillus sp. wkB8	GCA_000761135.1
AGF71494.1	-	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	223	A605_02400	bacteria>actinobacteria	Corynebacterium halotolerans YIM 70093 = DSM 44683	hypothetical protein A605_02400 [Corynebacterium halotolerans YIM 70093 = DSM 44683]	451902607	DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT	1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683	GCA_000341345.1
ADG97725.1	-	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	221	Srot_1255	bacteria>actinobacteria	Segniliparus rotundus DSM 44985	protein of unknown function DUF1707 [Segniliparus rotundus DSM 44985]	296180819	DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT	640132	Segniliparus rotundus DSM 44985	GCA_000092825.1
AOS63251.1	-	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	209	TL08_12185	bacteria>actinobacteria	Actinoalloteichus hymeniacidonis	putative DUF1707 family protein/predicted membrane protein (DUF2154) [Actinoalloteichus hymeniacidonis]	1070870460	DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT	340345	Actinoalloteichus hymeniacidonis	GCA_001747425.1
AAZ54176.1	-	DUF1707+DUF2154	DUF1707-SHOCT-bihelical+Toast-rack	-	206	Tfu_0138	bacteria>actinobacteria	Thermobifida fusca YX	conserved hypothetical protein [Thermobifida fusca YX]	71914274	DUF1707-SHOCT-bihelical+Toast-rack	000001.164	DUF1707-SHOCT	269800	Thermobifida fusca YX	GCA_000012405.1
APU12706.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	187	UA74_03115	bacteria>actinobacteria	Actinoalloteichus sp. ADI127-7	putative DUF1707 family protein [Actinoalloteichus sp. ADI127-7]	1130028385	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	1612552	Actinoalloteichus sp. ADI127-7	GCA_001941625.1
AGZ39214.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	179	AFR_04625	bacteria>actinobacteria	Actinoplanes friuliensis DSM 7358	hypothetical protein AFR_04625 [Actinoplanes friuliensis DSM 7358]	556031967	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	1246995	Actinoplanes friuliensis DSM 7358	GCA_000494755.1
CCH35132.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	171	BN6_79140	bacteria>actinobacteria	Saccharothrix espanaensis DSM 44229	putative membrane protein [Saccharothrix espanaensis DSM 44229]	407887489	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	1179773	Saccharothrix espanaensis DSM 44229	GCA_000328705.1
AGL14458.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	167	L083_0948	bacteria>actinobacteria	Actinoplanes sp. N902-109	hypothetical protein L083_0948 [Actinoplanes sp. N902-109]	492003138	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	649831	Actinoplanes sp. N902-109	GCA_000389965.1
ADD40920.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	165	Snas_1210	bacteria>actinobacteria	Stackebrandtia nassauensis DSM 44728	protein of unknown function DUF1707 [Stackebrandtia nassauensis DSM 44728]	290567955	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	446470	Stackebrandtia nassauensis DSM 44728	GCA_000024545.1
AAZ56152.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	161	Tfu_2119	bacteria>actinobacteria	Thermobifida fusca YX	conserved hypothetical protein [Thermobifida fusca YX]	71916250	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	269800	Thermobifida fusca YX	GCA_000012405.1
ACU40388.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	158	Amir_6590	bacteria>actinobacteria	Actinosynnema mirum DSM 43827	protein of unknown function DUF1707 [Actinosynnema mirum DSM 43827]	255924877	DUF1707-SHOCT-bihelical+TM+TM	000002.66	DUF1707-SHOCT	446462	Actinosynnema mirum DSM 43827	GCA_000023245.1
ALG13654.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	166	AOZ06_48430	bacteria>actinobacteria	Kibdelosporangium phytohabitans	hypothetical protein AOZ06_48430 [Kibdelosporangium phytohabitans]	930836451	DUF1707-SHOCT-bihelical+TM	000003.40	DUF1707-SHOCT	860235	Kibdelosporangium phytohabitans	GCA_001302585.1
AIJ20959.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	153	AMETH_0867	bacteria>actinobacteria	Amycolatopsis methanolica 239	hypothetical protein AMETH_0867 [Amycolatopsis methanolica 239]	672355081	DUF1707-SHOCT-bihelical+TM	000003.40	DUF1707-SHOCT	1068978	Amycolatopsis methanolica 239	GCA_000739085.1
APE12244.1	-	DUF1707+TM	DUF1707-SHOCT-bihelical+TM	TM	145	BO226_12870	bacteria>actinobacteria	Rhodococcus sp. 2G	hypothetical protein BO226_12870 [Rhodococcus sp. 2G]	1108520586	DUF1707-SHOCT-bihelical+TM	000003.40	DUF1707-SHOCT	1570939	Rhodococcus sp. 2G	GCA_001886355.1
AIG79794.1	-	DUF1707+TM	DUF1707-SHOCT-bihelical+TM	TM	124	AJAP_34935	bacteria>actinobacteria	Amycolatopsis japonica	Hypothetical protein AJAP_34935 [Amycolatopsis japonica]	667685178	DUF1707-SHOCT-bihelical+TM	000003.40	DUF1707-SHOCT	208439	Amycolatopsis japonica	GCA_000732925.1
AHI01329.1	-	DUF1707+TM+TM	DUF1707-SHOCT-bihelical+TM+TM	TM+TM	122	KALB_7971	bacteria>actinobacteria	Kutzneria albida DSM 43870	hypothetical protein KALB_7971 [Kutzneria albida DSM 43870]	578013070	DUF1707-SHOCT-bihelical+TM	000003.40	DUF1707-SHOCT	1449976	Kutzneria albida DSM 43870	GCA_000525635.1
BAD60407.1	-	DUF1707+TM	DUF1707-SHOCT-bihelical+TM	TM	291	NFA_55550	bacteria>actinobacteria	Nocardia farcinica IFM 10152	hypothetical protein NFA_55550 [Nocardia farcinica IFM 10152]	54019037	DUF1707-SHOCT-bihelical+TM	000006.19	DUF1707-SHOCT	247156	Nocardia farcinica IFM 10152	GCA_000009805.1
CBH50602.1	-	DUF1707	DUF1707-SHOCT-bihelical	-	281	REQ_46590	bacteria>actinobacteria	Rhodococcus hoagii 103S	hypothetical protein REQ_46590 [Rhodococcus hoagii 103S]	311891281	DUF1707-SHOCT-bihelical+TM	000006.19	DUF1707-SHOCT	685727	Rhodococcus hoagii 103S	GCA_000196695.1
ANZ27615.1	-	SIG+DUF1707	SIG+DUF1707-SHOCT-bihelical	SIG	276	A4U64_25225	bacteria>actinobacteria	Rhodococcus sp. WB1	hypothetical protein A4U64_25225 [Rhodococcus sp. WB1]	1050289277	DUF1707-SHOCT-bihelical+TM	000006.19	DUF1707-SHOCT	1033922	Rhodococcus sp. WB1	GCA_001700945.1
