AccNum	GenContext.orig	arch.PFAM	DomArch.orig	arch.TMSIG	Length	GenName	Lineage	Species.orig	Annotation	GI	ClustName.orig	ClustID	Query	TaxID	Species.q	GCA_ID
XP_002472413.1	Snf7*->	Snf7	Snf7	-	244	POSPLDRAFT_88603	eukaryota>fungi>basidiomycota	Postia placenta Mad-698-R	predicted protein [Postia placenta Mad-698-R]	242213167	Snf7	000002.516	pspa	561896	Postia placenta Mad-698-R	-
Smed1000013124	-	Snf7	Snf7	-	239	Smed1000013124	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000013124	NA	Snf7	000002.516	pspa	NA	NA	-
XP_002960722.1	<-Snf7*	Snf7	Snf7	-	238	SELMODRAFT_75154	eukaryota>viridiplantae	Selaginella moellendorffii	hypothetical protein SELMODRAFT_75154 [Selaginella moellendorffii]	302754596	Snf7	000002.516	pspa	88036	Selaginella moellendorffii	-
XP_002983949.1	Snf7*->	Snf7	Snf7	-	237	SELMODRAFT_180699	eukaryota>viridiplantae	Selaginella moellendorffii	hypothetical protein SELMODRAFT_180699 [Selaginella moellendorffii]	302804394	Snf7	000002.516	pspa	88036	Selaginella moellendorffii	-
XP_001766951.1	Snf7*->	Snf7	Snf7	-	235	PHYPADRAFT_165469	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168028873	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
XP_001768641.1	<-Snf7*	Snf7	Snf7	-	233	PHYPADRAFT_187336	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168032268	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
Crev1000005838	-	Snf7	Snf7	LPD14	233	Crev1000005838	eukaryota>fungi>kickxellomycotina	Coemansia reversa	>Crev1000005838	NA	Snf7	000002.516	pspa	NA	NA	-
Pram1000010618	-	Snf7	Snf7	-	233	Pram1000010618	eukaryota>stramenopiles	Phytophthora ramorum	>Pram1000010618	NA	Snf7	000002.516	pspa	NA	NA	-
Smed1000006740	-	Snf7	Snf7	-	232	Smed1000006740	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000006740	NA	Snf7	000002.516	pspa	NA	NA	-
NP_001150538.1	Snf7*->	Snf7	Snf7	-	229	GRMZM2G046676	eukaryota>viridiplantae	Zea mays	charged multivesicular body protein 2a [Zea mays]	226503429	Snf7	000002.516	pspa	4577	Zea mays	-
XP_001762082.1	<-Snf7*	Snf7	Snf7	-	229	PHYPADRAFT_181789	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168019098	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
XP_002400072.1	<-Snf7*	Snf7	Snf7	-	228	IscW_ISCW018144	eukaryota>metazoa	Ixodes scapularis	vacuolar assembly/sorting protein DID4, putative [Ixodes scapularis]	241177517	Snf7	000002.516	pspa	6945	Ixodes scapularis	-
XP_001751303.1	Snf7*->	SIG+Snf7	Snf7	SIG	227	PHYPADRAFT_54913	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	167997193	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
XP_002979550.1	<-Snf7*	Snf7	Snf7	-	226	SELMODRAFT_153345	eukaryota>viridiplantae	Selaginella moellendorffii	hypothetical protein SELMODRAFT_153345 [Selaginella moellendorffii]	302795574	Snf7	000002.516	pspa	88036	Selaginella moellendorffii	-
XP_003082345.1	Snf7*->	Snf7	Snf7	-	226	CHM2A	eukaryota>viridiplantae>chlorophyta	Ostreococcus tauri	charged multivesicular body protein 2a (IC), partial [Ostreococcus tauri]	308810072	Snf7	000002.516	pspa	70448	Ostreococcus tauri	-
Bcir1000001833	-	Snf7	Snf7	-	225	Bcir1000001833	eukaryota>fungi>mucoromycotina	Backusella circina	>Bcir1000001833	NA	Snf7	000002.516	pspa	NA	NA	-
Chet1000000855	-	Snf7	Snf7	-	224	Chet1000000855	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	>Chet1000000855	NA	Snf7	000002.516	pspa	NA	NA	-
NP_001303457.1	Snf7*->	Snf7	Snf7	-	223	CG9779,Dmel\CG9779,DmVPS24,dvps24,ESCRT,vps24	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 24, isoform B [Drosophila melanogaster]	939620360	Snf7	000002.516	pspa	7227	fruit fly	-
NP_649451.1	<-Snf7*	Snf7	Snf7	-	223	CG9779,Dmel\CG9779,DmVPS24,dvps24,ESCRT,vps24	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 24, isoform A [Drosophila melanogaster]	21356025	Snf7	000002.516	pspa	7227	fruit fly	-
Smar1000011654	-	Snf7	Snf7	-	224	Smar1000011654	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000011654	NA	Snf7	000002.516	pspa	NA	NA	-
XP_006586647.1	-	Snf7	Snf7	-	223	LOC100526885	eukaryota>viridiplantae	Glycine max	PREDICTED: uncharacterized protein LOC100526885 isoform X1 [Glycine max]	571475478	Snf7	000002.516	pspa	3847	Glycine max	-
XP_008670002.1	<-Snf7*	Snf7	Snf7	-	223	LOC103647208	eukaryota>viridiplantae	Zea mays	PREDICTED: vacuolar protein sorting-associated protein 2 homolog 1-like [Zea mays]	670378007	Snf7	000002.516	pspa	4577	Zea mays	-
Lhya1000005072	-	Snf7	Snf7	-	223	Lhya1000005072	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000005072	NA	Snf7	000002.516	pspa	NA	NA	-
Lhya1000010591	-	Snf7	Snf7	-	223	Lhya1000010591	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000010591	NA	Snf7	000002.516	pspa	NA	NA	-
Smar1000014167	-	Snf7	Snf7	LPD34	223	Smar1000014167	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000014167	NA	Snf7	000002.516	pspa	NA	NA	-
XP_013772952.1	-	Snf7	Snf7	-	222	LOC106458045	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 2a-like [Limulus polyphemus]	926615728	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
Caps1000008300	-	Snf7	Snf7	-	222	Caps1000008300	eukaryota>metazoa>annelida	Capitella spI	>Caps1000008300	NA	Snf7	000002.516	pspa	NA	NA	-
XP_013794887.1	-	Snf7	Snf7	-	221	LOC106478858	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 2a-like isoform X2 [Limulus polyphemus]	926613197	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
XP_013794888.1	-	Snf7	Snf7	-	221	LOC106478858	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 2a-like isoform X2 [Limulus polyphemus]	926613199	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
Bcir1000013302	-	Snf7	Snf7	-	221	Bcir1000013302	eukaryota>fungi>mucoromycotina	Backusella circina	>Bcir1000013302	NA	Snf7	000002.516	pspa	NA	NA	-
Crev1000000673	-	Snf7	Snf7	-	221	Crev1000000673	eukaryota>fungi>kickxellomycotina	Coemansia reversa	>Crev1000000673	NA	Snf7	000002.516	pspa	NA	NA	-
Uram1000008596	-	Snf7	Snf7	-	221	Uram1000008596	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	>Uram1000008596	NA	Snf7	000002.516	pspa	NA	NA	-
XP_015128551.1	-	Snf7	Snf7	-	220	LOC107049466	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: charged multivesicular body protein 2a [Gallus gallus]	971447156	Snf7	000002.516	pspa	9031	Gallus gallus	-
Uram1000009085	-	Snf7	Snf7	-	220	Uram1000009085	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	>Uram1000009085	NA	Snf7	000002.516	pspa	NA	NA	-
XP_013785513.1	Snf7*->	Snf7	Snf7	-	218	LOC106469562	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 3-like [Limulus polyphemus]	926638948	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
XP_013785514.1	-	Snf7	Snf7	-	218	LOC106469562	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 3-like [Limulus polyphemus]	926638950	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
XP_013785515.1	-	Snf7	Snf7	-	218	LOC106469562	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 3-like [Limulus polyphemus]	926638952	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
XP_013785516.1	-	Snf7	Snf7	-	218	LOC106469562	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 3-like [Limulus polyphemus]	926638954	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
XP_013785517.1	-	Snf7	Snf7	-	218	LOC106469562	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 3-like [Limulus polyphemus]	926638956	Snf7	000002.516	pspa	6850	Limulus polyphemus	-
Caps1000013612	-	Snf7	Snf7	-	218	Caps1000013612	eukaryota>metazoa>annelida	Capitella spI	>Caps1000013612	NA	Snf7	000002.516	pspa	NA	NA	-
ERG84832.1	Snf7*->	Snf7	Snf7	-	216	ASU_04792	eukaryota>metazoa>nematoda	Ascaris suum	charged multivesicular body protein 3 [Ascaris suum]	541046022	Snf7	000002.516	pspa	6253	Ascaris suum	-
Caps1000009008	-	Snf7	Snf7	-	213	Caps1000009008	eukaryota>metazoa>annelida	Capitella spI	>Caps1000009008	NA	Snf7	000002.516	pspa	NA	NA	-
NP_647947.1	Snf7*-><-adh_short	Snf7	Snf7	-	212	cg4618,CG4618,Dmel\CG4618	eukaryota>metazoa>hexapoda	Drosophila melanogaster	charged multivesicular body protein 2b [Drosophila melanogaster]	21355321	Snf7	000002.516	pspa	7227	fruit fly	-
XP_001751591.1	<-Snf7*	Snf7	Snf7	-	210	PHYPADRAFT_111047	eukaryota>viridiplantae	Physcomitrella patens	predicted protein, partial [Physcomitrella patens]	167997769	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
Smed1000003202	-	Snf7	Snf7	-	210	Smed1000003202	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000003202	NA	Snf7	000002.516	pspa	NA	NA	-
Bnat1000015196	-	Snf7	Snf7	-	209	Bnat1000015196	eukaryota>rhizaria	Bigelowiella natans	>Bnat1000015196	NA	Snf7	000002.516	pspa	NA	NA	-
Smar1000008259	-	Snf7	Snf7	Tox-HTH	204	Smar1000008259	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000008259	NA	Snf7	000002.516	pspa	NA	NA	-
XP_002989576.1	<-Snf7*	Snf7	Snf7	-	201	SELMODRAFT_130018	eukaryota>viridiplantae	Selaginella moellendorffii	hypothetical protein SELMODRAFT_130018, partial [Selaginella moellendorffii]	302815791	Snf7	000002.516	pspa	88036	Selaginella moellendorffii	-
XP_001772903.1	<-Snf7*	Snf7	Snf7	-	199	PHYPADRAFT_139309	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168040844	Snf7	000002.516	pspa	3218	Physcomitrella patens	-
XP_015129890.1	Snf7*->	Snf7	Snf7	-	196	LOC101749400	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: charged multivesicular body protein 2a-like [Gallus gallus]	971450432	Snf7	000002.516	pspa	9031	Gallus gallus	-
XP_015129891.1	-	Snf7	Snf7	-	196	LOC101749400	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: charged multivesicular body protein 2a-like [Gallus gallus]	971450434	Snf7	000002.516	pspa	9031	Gallus gallus	-
XP_015129892.1	-	Snf7	Snf7	-	196	LOC101749400	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	PREDICTED: charged multivesicular body protein 2a-like [Gallus gallus]	971450436	Snf7	000002.516	pspa	9031	Gallus gallus	-
XP_002977323.1	Snf7*->	Snf7	Snf7	-	193	SELMODRAFT_228468	eukaryota>viridiplantae	Selaginella moellendorffii	hypothetical protein SELMODRAFT_228468 [Selaginella moellendorffii]	302791113	Snf7	000002.516	pspa	88036	Selaginella moellendorffii	-
Uram1000000498	-	Snf7	Snf7	-	183	Uram1000000498	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	>Uram1000000498	NA	Snf7	000002.516	pspa	NA	NA	-
XP_002400207.1	Snf7*->	Snf7	Snf7	-	177	IscW_ISCW024662	eukaryota>metazoa	Ixodes scapularis	vacuolar sorting protein VPS24, putative, partial [Ixodes scapularis]	241675180	Snf7	000002.516	pspa	6945	Ixodes scapularis	-
ERG79478.1	<-Snf7*	Snf7	Snf7	SIG	158	ASU_13553	eukaryota>metazoa>nematoda	Ascaris suum	charged multivesicular body protein 2a [Ascaris suum]	541039836	Snf7	000002.516	pspa	6253	Ascaris suum	-
NP_001235502.1	<-Snf7*<-Snf7*	Snf7	Snf7	-	156	LOC100526885	eukaryota>viridiplantae	Glycine max	uncharacterized protein LOC100526885 [Glycine max]	351723861	Snf7	000002.516	pspa	3847	Glycine max	-
Pisp1000001682	-	Snf7	Snf7	SIG	149	Pisp1000001682	eukaryota>fungi>neocallimastigomycota	Piromyces sp	>Pisp1000001682	NA	Snf7	000002.516	pspa	NA	NA	-
Pisp1000009625	-	Snf7	Snf7	SIG	128	Pisp1000009625	eukaryota>fungi>neocallimastigomycota	Piromyces sp	>Pisp1000009625	NA	Snf7	000002.516	pspa	NA	NA	-
XP_003078788.1	Snf7*->	Snf7	Snf7	-	271	Ot04g02700	eukaryota>viridiplantae>chlorophyta	Ostreococcus tauri	Protein involved in vacuolar protein sorting (ISS) [Ostreococcus tauri]	308802950	Snf7	000003.472	pspa	70448	Ostreococcus tauri	-
XP_392468.2	Snf7*->	Snf7	Snf7	-	271	LOC408939	eukaryota>metazoa>hexapoda	Apis mellifera	PREDICTED: charged multivesicular body protein 5 [Apis mellifera]	328780126	Snf7	000003.472	pspa	7460	Apis mellifera	-
NP_054888.2	Snf7*->	Snf7	Snf7	ParB	265	C14orf123,CHMP4,CHMP4B,HSPC134,SHAX2,SNF7,SNF7-1,VPS32-1,VPS32A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	charged multivesicular body protein 4a [Homo sapiens]	40548422	Snf7	000003.472	pspa	9606	Homo sapiens	-
Pram1000011108	-	SIG+Snf7	Snf7	SIG	256	Pram1000011108	eukaryota>stramenopiles	Phytophthora ramorum	>Pram1000011108	NA	Snf7	000003.472	pspa	NA	NA	-
Crev1000002970	-	Snf7	Snf7	-	253	Crev1000002970	eukaryota>fungi>kickxellomycotina	Coemansia reversa	>Crev1000002970	NA	Snf7	000003.472	pspa	NA	NA	-
NP_001238436.1	<-Snf7*<-Snf7*	Snf7	Snf7	-	247	LOC100527083	eukaryota>viridiplantae	Glycine max	uncharacterized protein LOC100527083 [Glycine max]	351727308	Snf7	000003.472	pspa	3847	Glycine max	-
Bnat1000019199	-	SIG+Snf7	Snf7	SIG	239	Bnat1000019199	eukaryota>rhizaria	Bigelowiella natans	>Bnat1000019199	NA	Snf7	000003.472	pspa	NA	NA	-
XP_016657740.1	-	Snf7	Snf7	-	238	LOC100572335	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 4c-like isoform X2 [Acyrthosiphon pisum]	1028688216	Snf7	000003.472	pspa	7029	Acyrthosiphon pisum	-
XP_006588408.1	-	Snf7	Snf7	-	237	LOC100527083	eukaryota>viridiplantae	Glycine max	PREDICTED: uncharacterized protein LOC100527083 isoform X1 [Glycine max]	571480749	Snf7	000003.472	pspa	3847	Glycine max	-
XP_013775870.1	Snf7*->Snf7*->	Snf7	Snf7	-	235	LOC106460689	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 4b-like isoform X1 [Limulus polyphemus]	926621099	Snf7	000003.472	pspa	6850	Limulus polyphemus	-
Lhya1000007333	-	SIG+Snf7	Snf7	SIG	231	Lhya1000007333	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000007333	NA	Snf7	000003.472	pspa	NA	NA	-
Pram1000002576	-	Snf7	Snf7	-	229	Pram1000002576	eukaryota>stramenopiles	Phytophthora ramorum	>Pram1000002576	NA	Snf7	000003.472	pspa	NA	NA	-
ERG84589.1	Snf7*->	Snf7	Snf7	-	227	ASU_05104	eukaryota>metazoa>nematoda	Ascaris suum	charged multivesicular body protein 4c [Ascaris suum]	541045767	Snf7	000003.472	pspa	6253	Ascaris suum	-
XP_001762313.1	<-Snf7*||?-><-?||Snf7*->	Snf7	Snf7	-	227	PHYPADRAFT_163299	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168019562	Snf7	000003.472	pspa	3218	Physcomitrella patens	-
XP_001762395.1	-	Snf7	Snf7	-	227	PHYPADRAFT_62634	eukaryota>viridiplantae	Physcomitrella patens	predicted protein [Physcomitrella patens]	168019726	Snf7	000003.472	pspa	3218	Physcomitrella patens	-
NP_001152491.1	Snf7*->	Snf7	Snf7	-	226	GRMZM2G044805	eukaryota>viridiplantae	Zea mays	charged multivesicular body protein 4b [Zea mays]	226499008	Snf7	000003.472	pspa	4577	Zea mays	-
NP_001261994.1	<-Snf7*	Snf7	Snf7	-	226	anon-74EFb,bs36h07.y1,CG6259,Chmp5,Dmel\CG6259,VPS60	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 60, isoform B [Drosophila melanogaster]	442633083	Snf7	000003.472	pspa	7227	fruit fly	-
NP_610462.3	Snf7*->	Snf7	Snf7	ParB	226	anon-WO0118547.180,CG8055,Dmel\CG8055,DmSNF2,Dvps32,ESCRT,ESCRT-III,Shrb,Shrub,Snf7,Snf7/Vps32,vps32,Vps32,vps32/snf7	eukaryota>metazoa>hexapoda	Drosophila melanogaster	shrub [Drosophila melanogaster]	28573949	Snf7	000003.472	pspa	7227	fruit fly	-
NP_648997.1	-	Snf7	Snf7	-	226	anon-74EFb,bs36h07.y1,CG6259,Chmp5,Dmel\CG6259,VPS60	eukaryota>metazoa>hexapoda	Drosophila melanogaster	vacuolar protein sorting 60, isoform A [Drosophila melanogaster]	21355253	Snf7	000003.472	pspa	7227	fruit fly	-
XP_001350822.1	<-Snf7*	SIG+Snf7	SIG+Snf7	SIG	226	PFL2090c	eukaryota>alveolata>apicomplexa	Plasmodium falciparum 3D7	endosome sorting protein (SNF7 homologue), putative [Plasmodium falciparum 3D7]	124806750	Snf7	000003.472	pspa	36329	Plasmodium falciparum 3D7	-
Chet1000002205	-	Snf7	Snf7	-	226	Chet1000002205	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	>Chet1000002205	NA	Snf7	000003.472	pspa	NA	NA	-
Bnat1000013158	-	SIG+Snf7	Snf7	SIG	225	Bnat1000013158	eukaryota>rhizaria	Bigelowiella natans	>Bnat1000013158	NA	Snf7	000003.472	pspa	NA	NA	-
Bcir1000002159	-	Snf7	Snf7	-	224	Bcir1000002159	eukaryota>fungi>mucoromycotina	Backusella circina	>Bcir1000002159	NA	Snf7	000003.472	pspa	NA	NA	-
XP_008679352.1	-	SIG+Snf7	SIG+Snf7	SIG	223	LOC103654298	eukaryota>viridiplantae	Zea mays	PREDICTED: vacuolar protein sorting-associated protein 32 homolog 2-like [Zea mays]	670398651	Snf7	000003.472	pspa	4577	Zea mays	-
XP_008679353.1	-	SIG+Snf7	SIG+Snf7	SIG	223	LOC103654298	eukaryota>viridiplantae	Zea mays	PREDICTED: vacuolar protein sorting-associated protein 32 homolog 2-like [Zea mays]	670398653	Snf7	000003.472	pspa	4577	Zea mays	-
XP_008679354.1	-	SIG+Snf7	SIG+Snf7	SIG	223	LOC103654298	eukaryota>viridiplantae	Zea mays	PREDICTED: vacuolar protein sorting-associated protein 32 homolog 2-like [Zea mays]	670398655	Snf7	000003.472	pspa	4577	Zea mays	-
ERG87774.1	<-Snf7*	Snf7	Snf7	-	222	ASU_00106	eukaryota>metazoa>nematoda	Ascaris suum	charged multivesicular body protein 5 [Ascaris suum]	541049082	Snf7	000003.472	pspa	6253	Ascaris suum	-
Smar1000005261	-	Snf7	Snf7	ParB	223	Smar1000005261	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000005261	NA	Snf7	000003.472	pspa	NA	NA	-
XP_008654220.1	-	Snf7	Snf7	-	222	LOC100191358	eukaryota>viridiplantae	Zea mays	PREDICTED: uncharacterized protein LOC100191358 isoform X1 [Zea mays]	670427076	Snf7	000003.472	pspa	4577	Zea mays	-
XP_013792479.1	-	SIG+Snf7	Snf7	SIG	222	LOC106476365	eukaryota>metazoa	Limulus polyphemus	PREDICTED: charged multivesicular body protein 5-like isoform X2 [Limulus polyphemus]	926651857	Snf7	000003.472	pspa	6850	Limulus polyphemus	-
NP_001306899.1	Snf7*->	Snf7	Snf7	Imm-My6CBD	221	Snf7	eukaryota>metazoa>mollusca	Crassostrea gigas	charged multivesicular body protein 5-like [Crassostrea gigas]	985801701	Snf7	000003.472	pspa	29159	Pacific oyster	-
Smar1000000527	-	Snf7	Snf7	-	222	Smar1000000527	eukaryota>metazoa>arthropoda>myriapoda	Strigamia maritima	>Smar1000000527	NA	Snf7	000003.472	pspa	NA	NA	-
Smed1000025307	-	Snf7	Snf7	ParB	222	Smed1000025307	eukaryota>metazoa>platyhelminthe	Schmidtea mediterranea	>Smed1000025307	NA	Snf7	000003.472	pspa	NA	NA	-
Uram1000005364	-	SIG+Snf7	Snf7	SIG	222	Uram1000005364	eukaryota>fungi>mucoromycotina	Umbelopsis ramanniana	>Uram1000005364	NA	Snf7	000003.472	pspa	NA	NA	-
XP_016657741.1	-	Snf7	Snf7	-	221	LOC100572335	eukaryota>metazoa>hexapoda	Acyrthosiphon pisum	PREDICTED: charged multivesicular body protein 4c-like isoform X3 [Acyrthosiphon pisum]	1028688218	Snf7	000003.472	pspa	7029	Acyrthosiphon pisum	-
Caps1000007247	-	Snf7	Snf7	ParB	220	Caps1000007247	eukaryota>metazoa>annelida	Capitella spI	>Caps1000007247	NA	Snf7	000003.472	pspa	NA	NA	-
XP_686934.1	-	SIG+Snf7	Snf7	SIG	219	chmp5a	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	PREDICTED: charged multivesicular body protein 5 [Danio rerio]	68356148	Snf7	000003.472	pspa	7955	Danio rerio	-
Caps1000013077	-	Snf7	Snf7	-	219	Caps1000013077	eukaryota>metazoa>annelida	Capitella spI	>Caps1000013077	NA	Snf7	000003.472	pspa	NA	NA	-
NP_505022.2	Snf7*->	SIG+Snf7	Snf7	SIG	217	vps-32.2	eukaryota>metazoa>nematoda	Caenorhabditis elegans	related to yeast Vacuolar Protein Sorting factor [Caenorhabditis elegans]	115534630	Snf7	000003.472	pspa	6239	Caenorhabditis elegans	-
Chet1000008429	-	Snf7	Snf7	SIG	215	Chet1000008429	eukaryota>fungi>ascomycota	Cochliobolus heterostrophus	>Chet1000008429	NA	Snf7	000003.472	pspa	NA	NA	-
Lhya1000001166	-	SIG+Snf7	Snf7	SIG	215	Lhya1000001166	eukaryota>fungi>mucoromycotina	Lichtheimia hyalospora	>Lhya1000001166	NA	Snf7	000003.472	pspa	NA	NA	-
